0--3,0--4,0--19,0--38,1--9,1--22,1--23,1--46,2--6,2--13,2--21,2--22,3--33,3--34,3--35,4--24,4--28,4--45,5--6,5--9,5--12,5--48,6--14,6--56,7--16,7--30,7--39,7--41,8--17,8--18,8--20,8--35,9--27,9--39,10--13,10--17,10--43,10--53,11--14,11--33,11--37,11--55,12--29,12--50,12--53,13--24,13--32,14--29,14--32,15--28,15--30,15--40,15--46,16--20,16--30,16--37,17--23,17--31,18--25,18--35,18--55,19--23,19--46,19--49,20--26,20--56,21--31,21--33,21--43,22--25,22--57,23--49,24--40,24--45,25--35,25--43,26--31,26--45,26--47,27--33,27--42,27--52,28--44,28--46,29--34,29--57,30--42,31--56,32--50,32--57,34--42,34--55,36--41,36--48,36--53,36--54,37--43,37--52,38--41,38--47,38--53,39--51,39--52,40--50,40--56,41--51,42--47,44--47,44--48,44--51,45--55,48--54,49--54,49--57,50--52,51--54
0--3,0--27,0--37,0--46,1--17,1--22,1--33,1--45,2--7,2--35,2--39,2--47,3--13,3--18,3--28,4--12,4--43,4--45,4--54,5--22,5--26,5--36,5--38,6--24,6--27,6--30,6--33,7--15,7--33,7--56,8--16,8--25,8--48,8--50,9--11,9--24,9--28,9--57,10--25,10--26,10--30,10--50,11--31,11--32,11--47,12--42,12--44,12--55,13--32,13--39,13--54,14--16,14--36,14--40,14--51,15--26,15--32,15--35,16--27,16--57,17--18,17--33,17--45,18--30,18--51,19--23,19--29,19--52,19--55,20--21,20--37,20--38,20--40,21--32,21--46,21--55,22--26,22--35,23--34,23--36,23--37,24--29,24--41,25--44,25--49,27--37,28--34,28--46,29--31,29--54,30--51,31--42,31--53,34--44,34--55,35--50,36--43,38--52,38--53,39--46,39--47,40--51,40--56,41--44,41--52,41--53,42--47,42--48,43--49,43--56,45--50,48--49,48--56,49--57,52--54,53--57
0--1,0--40,0--52,0--56,1--17,1--40,1--45,2--11,2--41,2--46,2--55,3--13,3--17,3--22,3--57,4--9,4--22,4--44,4--47,5--15,5--37,5--44,5--49,6--19,6--31,6--37,6--51,7--12,7--29,7--48,7--57,8--28,8--37,8--41,8--42,9--26,9--29,9--45,10--14,10--27,10--31,10--35,11--25,11--49,11--54,12--30,12--34,12--35,13--14,13--30,13--49,14--48,14--56,15--19,15--35,15--41,16--18,16--33,16--39,16--45,17--26,17--47,18--20,18--30,18--52,19--28,19--36,20--24,20--50,20--56,21--38,21--45,21--46,21--52,22--24,22--43,23--25,23--27,23--42,23--57,24--32,24--40,25--32,25--36,26--33,26--50,27--44,27--55,28--30,28--51,29--43,29--53,31--36,31--56,32--34,32--48,33--43,33--53,34--37,34--50,35--43,36--54,38--42,38--53,38--57,39--41,39--47,39--54,40--54,42--46,44--52,46--47,48--55,49--51,50--51,53--55
0--7,0--16,0--37,0--54,1--9,1--13,1--14,1--20,2--16,2--35,2--39,2--43,3--6,3--11,3--19,3--34,4--22,4--28,4--42,4--43,5--6,5--22,5--29,5--38,6--35,6--51,7--9,7--24,7--43,8--21,8--25,8--46,8--57,9--50,9--56,10--40,10--42,10--47,10--50,11--13,11--51,11--56,12--18,12--36,12--40,12--49,13--27,13--41,14--20,14--45,14--54,15--19,15--20,15--45,15--54,16--23,16--41,17--27,17--38,17--50,17--53,18--39,18--52,18--57,19--20,19--56,21--31,21--34,21--42,22--39,22--52,23--30,23--36,23--41,24--26,24--43,24--49,25--29,25--49,25--56,26--32,26--33,26--44,27--40,27--57,28--30,28--41,28--53,29--33,29--45,30--51,30--52,31--46,31--47,31--48,32--44,32--55,32--57,33--34,33--48,34--37,35--37,35--44,36--45,36--54,37--50,38--49,38--52,39--55,40--48,42--55,44--53,46--47,46--51,47--48,53--55
0--4,0--24,0--29,0--45,1--2,1--7,1--20,1--28,2--16,2--35,2--39,3--18,3--21,3--42,3--52,4--10,4--24,4--38,5--22,5--25,5--40,5--42,6--17,6--19,6--21,6--29,7--21,7--44,7--52,8--9,8--33,8--50,8--54,9--16,9--31,9--57,10--23,10--41,10--54,11--26,11--35,11--44,11--48,12--30,12--32,12--42,12--49,13--16,13--38,13--48,13--49,14--24,14--30,14--36,14--37,15--18,15--19,15--53,15--55,16--50,17--23,17--35,17--52,18--25,18--31,19--20,19--22,20--45,20--53,21--49,22--23,22--27,23--57,24--42,25--43,25--46,26--28,26--33,26--46,27--46,27--47,27--51,28--31,28--47,29--32,29--45,30--34,30--55,31--55,32--40,32--53,33--51,33--57,34--38,34--51,34--54,35--47,36--39,36--56,36--57,37--39,37--43,37--50,38--41,39--56,40--43,40--49,41--44,41--54,43--50,44--56,45--46,47--48,48--56,51--53,52--55
0--8,0--40,0--53,0--56,1--21,1--34,1--49,1--56,2--13,2--28,2--31,2--53,3--4,3--16,3--37,3--47,4--14,4--25,4--49,5--9,5--15,5--28,5--52,6--26,6--42,6--43,6--54,7--8,7--16,7--47,7--55,8--17,8--47,9--21,9--26,9--34,10--13,10--22,10--25,10--40,11--21,11--23,11--45,11--53,12--31,12--33,12--37,12--57,13--46,13--47,14--33,14--35,14--55,15--20,15--40,15--54,16--29,16--48,17--20,17--22,17--26,18--32,18--38,18--44,18--45,19--29,19--37,19--42,19--43,20--30,20--34,21--27,22--48,22--55,23--36,23--38,23--50,24--31,24--33,24--41,24--50,25--46,25--57,26--51,27--36,27--41,27--44,28--48,28--49,29--39,29--52,30--41,30--44,30--50,31--38,32--39,32--42,32--43,33--43,34--38,35--42,35--46,35--51,36--52,36--56,37--54,39--45,39--55,40--53,41--48,44--45,46--49,50--54,51--52,51--57,56--57
0--3,0--4,0--29,0--49,1--2,1--41,1--43,1--53,2--22,2--25,2--38,3--20,3--29,3--36,4--20,4--23,4--42,5--14,5--21,5--24,5--25,6--7,6--26,6--46,6--52,7--52,7--55,7--56,8--40,8--42,8--53,8--54,9--13,9--21,9--31,9--36,10--21,10--23,10--40,10--52,11--17,11--34,11--53,11--55,12--19,12--33,12--49,12--50,13--38,13--40,13--43,14--37,14--47,14--51,15--16,15--32,15--41,15--47,16--31,16--32,16--39,17--32,17--38,17--57,18--38,18--44,18--50,18--51,19--35,19--36,19--43,20--37,20--48,21--31,22--23,22--27,22--44,23--51,24--28,24--39,24--55,25--28,25--33,26--28,26--45,26--49,27--30,27--35,27--44,28--36,29--34,29--54,30--37,30--45,30--54,31--46,32--47,33--42,33--54,34--35,34--52,35--41,37--51,39--55,39--57,40--50,41--56,42--45,43--53,44--45,46--48,46--56,47--57,48--56,48--57,49--50
0--13,0--26,0--28,0--57,1--29,1--35,1--38,1--44,2--6,2--18,2--32,2--56,3--8,3--31,3--38,3--54,4--12,4--23,4--39,4--46,5--21,5--36,5--38,5--50,6--24,6--32,6--37,7--16,7--26,7--41,7--54,8--45,8--49,8--54,9--10,9--46,9--51,9--55,10--41,10--42,10--45,11--12,11--16,11--31,11--39,12--15,12--34,13--17,13--28,13--31,14--20,14--24,14--30,14--38,15--18,15--42,15--53,16--22,16--57,17--43,17--49,17--52,18--25,18--48,19--22,19--42,19--50,19--57,20--24,20--30,20--39,21--30,21--36,21--42,22--32,22--40,23--34,23--43,23--44,24--52,25--36,25--41,25--45,26--51,26--55,27--29,27--48,27--53,27--56,28--44,28--48,29--37,29--50,30--43,31--43,32--50,33--34,33--35,33--46,33--51,34--57,35--47,35--53,36--53,37--41,37--47,39--56,40--47,40--48,40--54,44--49,45--47,46--56,49--52,51--55,52--55
0--1,0--16,0--22,0--51,1--23,1--28,1--44,2--19,2--20,2--25,2--40,3--4,3--6,3--33,3--44,4--12,4--32,4--57,5--13,5--25,5--26,5--56,6--8,6--15,6--45,7--36,7--43,7--49,7--57,8--10,8--16,8--22,9--31,9--37,9--49,9--53,10--20,10--39,10--52,11--18,11--23,11--30,11--47,12--30,12--37,12--53,13--16,13--30,13--55,14--17,14--32,14--48,14--56,15--23,15--24,15--26,16--53,17--36,17--37,17--42,18--28,18--32,18--34,19--20,19--37,19--41,20--47,21--23,21--35,21--38,21--49,22--38,22--51,24--25,24--27,24--28,25--42,26--27,26--28,27--34,27--42,29--32,29--33,29--46,29--54,30--33,31--35,31--39,31--45,33--39,34--41,34--52,35--45,35--54,36--42,36--51,38--48,38--53,39--46,40--48,40--52,40--55,41--49,41--56,43--48,43--52,43--57,44--50,44--55,45--54,46--51,46--57,47--50,47--56,50--54,50--55
0--24,0--40,0--44,0--54,1--6,1--16,1--23,1--55,2--38,2--45,2--46,2--47,3--7,3--9,3--11,3--27,4--15,4--22,4--23,4--39,5--18,5--38,5--46,5--51,6--38,6--56,6--57,7--44,7--48,7--54,8--22,8--23,8--31,8--54,9--19,9--28,9--43,10--16,10--17,10--45,10--54,11--19,11--20,11--47,12--13,12--25,12--26,12--33,13--40,13--48,13--55,14--18,14--33,14--34,14--51,15--16,15--19,15--26,16--36,17--22,17--25,17--41,18--26,18--27,19--37,20--26,20--44,20--55,21--31,21--35,21--38,21--48,22--57,23--30,24--37,24--47,24--50,25--42,25--52,27--30,27--52,28--36,28--50,28--56,29--30,29--34,29--35,29--49,30--43,31--39,31--53,32--43,32--49,32--53,32--56,33--34,33--49,34--41,35--37,35--56,36--43,36--53,37--48,39--42,39--46,40--50,40--52,41--47,41--57,42--45,42--52,44--57,45--55,46--51,49--51,50--53
0--16,0--36,0--40,0--53,1--5,1--33,1--38,1--47,2--24,2--26,2--32,2--49,3--15,3--47,3--48,3--51,4--17,4--45,4--52,4--56,5--34,5--40,5--45,6--8,6--13,6--43,6--57,7--13,7--14,7--24,7--34,8--15,8--33,8--46,9--16,9--18,9--26,9--32,10--28,10--32,10--39,10--42,11--15,11--24,11--40,11--53,12--25,12--36,12--52,12--56,13--23,13--46,14--18,14--51,14--56,15--41,16--18,16--23,17--29,17--33,17--57,18--39,19--26,19--42,19--49,19--54,20--22,20--29,20--31,20--37,21--24,21--43,21--47,21--49,22--25,22--31,22--54,23--42,23--49,25--30,25--52,26--41,27--28,27--29,27--37,27--44,28--31,28--34,29--39,30--40,30--46,30--53,31--46,32--36,33--37,34--50,35--45,35--51,35--55,35--56,36--53,37--50,38--44,38--45,38--48,39--55,41--50,41--57,42--52,43--50,43--54,44--48,44--51,47--48,54--55,55--57
0--14,0--31,0--39,0--56,1--3,1--4,1--39,1--45,2--4,2--31,2--46,2--56,3--24,3--35,3--51,4--40,4--42,5--26,5--27,5--49,5--52,6--9,6--16,6--21,6--38,7--18,7--19,7--30,7--45,8--10,8--27,8--43,8--49,9--10,9--38,9--40,10--13,10--53,11--15,11--38,11--46,11--56,12--13,12--34,12--41,12--43,13--30,13--50,14--46,14--49,14--50,15--21,15--34,15--57,16--18,16--49,16--50,17--25,17--28,17--35,17--37,18--25,18--36,19--24,19--51,19--55,20--29,20--30,20--44,20--47,21--32,21--52,22--27,22--33,22--41,22--52,23--36,23--44,23--48,23--50,24--38,24--57,25--34,25--51,26--28,26--53,26--54,27--55,28--33,28--37,29--36,29--43,29--54,30--57,31--35,31--45,32--42,32--47,32--55,33--45,33--47,34--40,35--55,36--54,37--48,37--53,39--42,39--48,40--42,41--43,41--54,44--47,44--52,46--51,48--56,53--57
0--15,0--26,0--53,0--55,1--35,1--37,1--38,1--46,2--7,2--14,2--24,2--55,3--11,3--25,3--34,3--36,4--6,4--22,4--27,4--30,5--7,5--10,5--20,5--42,6--33,6--48,6--51,7--11,7--48,8--27,8--45,8--46,8--57,9--12,9--30,9--42,9--54,10--21,10--22,10--51,11--26,11--51,12--17,12--37,12--52,13--32,13--48,13--49,13--55,14--29,14--37,14--43,15--19,15--29,15--39,16--24,16--26,16--29,16--31,17--28,17--36,17--57,18--44,18--46,18--49,18--56,19--22,19--25,19--52,20--32,20--36,20--39,21--27,21--30,21--33,22--43,23--24,23--34,23--43,23--45,24--31,25--37,25--53,26--41,27--46,28--33,28--40,28--44,29--31,30--31,32--38,32--57,33--50,34--44,34--47,35--38,35--45,35--53,36--57,38--50,39--40,39--41,40--45,40--52,41--42,41--54,42--56,43--49,44--47,47--49,47--50,48--52,50--55,51--56,53--54,54--56
0--22,0--32,0--51,0--53,1--10,1--14,1--39,1--41,2--11,2--42,2--47,2--51,3--13,3--21,3--24,3--40,4--5,4--29,4--43,4--51,5--23,5--37,5--43,6--9,6--21,6--34,6--44,7--20,7--21,7--24,7--37,8--11,8--14,8--24,8--31,9--21,9--41,9--45,10--36,10--42,10--43,11--17,11--46,12--28,12--30,12--50,12--53,13--30,13--47,13--57,14--15,14--35,15--20,15--26,15--49,16--19,16--34,16--35,16--44,17--23,17--48,17--57,18--22,18--31,18--44,18--46,19--31,19--32,19--57,20--39,20--56,22--23,22--52,23--48,24--49,25--35,25--45,25--50,25--53,26--27,26--28,26--31,27--28,27--38,27--47,28--42,29--38,29--44,29--54,30--32,30--56,32--51,33--38,33--48,33--50,33--52,34--37,34--40,35--38,36--40,36--49,36--57,37--39,39--54,40--55,41--46,41--50,42--45,43--55,45--56,46--52,47--48,49--55,52--54,53--56,54--55
0--5,0--19,0--41,0--51,1--7,1--13,1--34,1--41,2--11,2--15,2--17,2--37,3--10,3--13,3--26,3--51,4--18,4--19,4--24,4--33,5--12,5--27,5--41,6--17,6--18,6--23,6--39,7--25,7--50,7--52,8--11,8--19,8--44,8--52,9--23,9--26,9--34,9--42,10--25,10--37,10--43,11--14,11--56,12--34,12--44,12--51,13--32,13--57,14--19,14--35,14--55,15--16,15--29,15--42,16--23,16--31,16--49,17--27,17--54,18--29,18--40,20--32,20--38,20--45,20--50,21--22,21--24,21--29,21--39,22--37,22--45,22--55,23--53,24--38,24--48,25--35,25--40,26--43,26--57,27--43,27--52,28--33,28--36,28--46,28--47,29--36,30--38,30--53,30--54,30--57,31--34,31--35,31--44,32--37,32--40,33--35,33--49,36--42,36--45,38--44,39--45,39--50,40--57,41--47,42--46,43--46,46--56,47--49,47--55,48--53,48--54,48--56,49--53,50--55,51--54,52--56
0--3,0--44,0--47,0--54,1--7,1--10,1--15,1--16,2--5,2--25,2--30,2--39,3--5,3--37,3--48,4--39,4--45,4--50,4--57,5--16,5--54,6--8,6--26,6--50,6--51,7--27,7--52,7--57,8--9,8--29,8--38,9--32,9--45,9--57,10--28,10--31,10--39,11--13,11--29,11--38,11--53,12--13,12--18,12--45,12--48,13--19,13--48,14--37,14--43,14--46,14--48,15--19,15--32,15--40,16--27,16--30,17--21,17--28,17--33,17--45,18--42,18--47,18--50,19--26,19--27,20--25,20--31,20--41,20--50,21--22,21--47,21--51,22--31,22--34,22--57,23--24,23--32,23--36,23--53,24--26,24--30,24--34,25--37,25--42,26--46,27--52,28--39,28--51,29--49,29--53,30--40,31--35,32--55,33--40,33--53,33--56,34--36,34--49,35--38,35--43,35--55,36--44,36--52,37--55,38--41,40--56,41--46,41--56,42--44,42--55,43--49,43--54,44--46,47--51,49--52,54--56
0--9,0--16,0--36,0--40,1--2,1--16,1--17,1--33,2--4,2--12,2--33,3--5,3--26,3--36,3--48,4--34,4--40,4--42,5--18,5--22,5--30,6--18,6--19,6--34,6--51,7--34,7--37,7--40,7--54,8--11,8--25,8--35,8--41,9--24,9--52,9--56,10--15,10--28,10--45,10--48,11--23,11--25,11--48,12--15,12--19,12--37,13--26,13--27,13--31,13--57,14--28,14--30,14--35,14--46,15--38,15--41,16--22,16--38,17--24,17--35,17--36,18--42,18--46,19--26,19--50,20--31,20--44,20--47,20--53,21--29,21--30,21--42,21--46,22--27,22--45,23--31,23--49,23--51,24--32,24--50,25--35,25--47,26--37,27--29,27--32,28--41,28--47,29--43,29--49,30--33,31--53,32--50,32--54,33--55,34--39,36--54,37--49,38--45,38--53,39--43,39--48,39--56,40--41,42--51,43--44,43--57,44--52,44--54,45--53,46--57,47--52,49--52,50--56,51--55,55--56,55--57
0--11,0--14,0--47,0--50,1--7,1--8,1--11,1--53,2--6,2--9,2--15,2--28,3--4,3--5,3--8,3--26,4--15,4--36,4--50,5--7,5--54,5--57,6--23,6--48,6--51,7--29,7--48,8--14,8--47,9--18,9--20,9--40,10--11,10--18,10--22,10--33,11--17,12--17,12--42,12--45,12--51,13--14,13--24,13--46,13--55,14--29,15--42,15--52,16--21,16--25,16--34,16--38,17--22,17--37,18--53,18--57,19--20,19--25,19--38,19--39,20--42,20--56,21--28,21--31,21--47,22--34,22--39,23--27,23--40,23--46,24--32,24--41,24--54,25--30,25--52,26--27,26--33,26--54,27--41,27--51,28--31,28--40,29--48,29--57,30--35,30--44,30--57,31--45,31--56,32--43,32--53,32--56,33--36,33--37,34--45,34--47,35--43,35--49,35--52,36--41,36--49,37--50,37--51,38--40,38--56,39--42,39--55,41--46,43--49,43--53,44--45,44--54,44--55,46--50,48--49,52--55
0--14,0--22,0--43,0--56,1--27,1--33,1--39,1--50,2--16,2--26,2--39,2--44,3--24,3--34,3--46,3--48,4--8,4--13,4--14,4--41,5--17,5--18,5--24,5--30,6--42,6--46,6--55,6--56,7--18,7--25,7--34,7--42,8--32,8--34,8--37,9--20,9--47,9--49,9--57,10--19,10--35,10--36,10--54,11--26,11--38,11--48,11--51,12--15,12--30,12--40,12--49,13--16,13--25,13--52,14--36,14--48,15--27,15--32,15--51,16--25,16--55,17--20,17--32,17--38,18--31,18--55,19--26,19--45,19--54,20--27,20--52,21--28,21--39,21--43,21--56,22--26,22--30,22--35,23--29,23--41,23--48,23--50,24--36,24--54,25--52,27--30,28--42,28--50,28--53,29--31,29--39,29--55,31--32,31--33,33--41,33--53,34--52,35--36,35--44,37--44,37--51,37--57,38--41,38--42,40--45,40--47,40--57,43--47,43--56,44--53,45--46,45--49,46--49,47--50,51--57,53--54
0--3,0--28,0--38,0--42,1--10,1--14,1--21,1--36,2--22,2--28,2--29,2--43,3--35,3--39,3--54,4--14,4--31,4--35,4--37,5--8,5--19,5--25,5--37,6--17,6--20,6--30,6--49,7--16,7--27,7--46,7--50,8--13,8--32,8--56,9--15,9--30,9--42,9--56,10--25,10--30,10--40,11--17,11--46,11--47,11--54,12--17,12--22,12--49,12--50,13--18,13--32,13--56,14--17,14--35,15--45,15--46,15--55,16--31,16--47,16--55,18--28,18--30,18--50,19--20,19--34,19--48,20--33,20--36,21--39,21--42,21--48,22--37,22--40,23--34,23--38,23--42,23--53,24--43,24--49,24--50,24--52,25--32,25--48,26--27,26--41,26--51,26--55,27--36,27--54,28--31,29--41,29--45,29--57,31--56,32--33,33--40,33--55,34--45,34--57,35--48,36--51,37--57,38--45,38--52,39--41,39--44,40--44,41--53,43--47,43--51,44--49,44--54,46--53,47--57,51--52,52--53
0--6,0--12,0--29,0--41,1--2,1--8,1--14,1--39,2--9,2--48,2--56,3--4,3--41,3--44,3--50,4--13,4--19,4--53,5--19,5--20,5--23,5--39,6--26,6--32,6--53,7--21,7--30,7--32,7--39,8--25,8--32,8--47,9--19,9--27,9--54,10--22,10--30,10--31,10--34,11--15,11--18,11--37,11--51,12--16,12--29,12--54,13--37,13--43,13--47,14--41,14--44,14--53,15--17,15--28,15--52,16--37,16--42,16--53,17--20,17--45,17--46,18--38,18--47,18--50,19--48,20--21,20--44,21--40,21--45,22--33,22--43,22--55,23--24,23--31,23--44,24--25,24--35,24--36,25--29,25--40,26--27,26--33,26--38,27--46,27--49,28--41,28--42,28--54,29--49,30--37,30--38,31--36,31--48,32--51,33--45,33--57,34--38,34--45,34--52,35--39,35--49,35--56,36--46,36--57,40--51,40--52,42--52,42--55,43--50,43--54,46--48,47--55,49--56,50--55,51--57,56--57
0--10,0--17,0--42,0--46,1--13,1--33,1--37,1--38,2--18,2--20,2--27,2--30,3--6,3--38,3--41,3--54,4--16,4--25,4--27,4--39,5--13,5--15,5--48,5--52,6--19,6--30,6--33,7--25,7--38,7--39,7--43,8--9,8--28,8--34,8--51,9--11,9--24,9--26,10--21,10--40,10--52,11--22,11--46,11--49,12--27,12--54,12--56,12--57,13--36,13--41,14--33,14--38,14--40,14--43,15--32,15--45,15--53,16--24,16--44,16--57,17--30,17--39,17--49,18--21,18--22,18--23,19--26,19--45,19--53,20--21,20--32,20--47,21--51,22--27,22--31,23--25,23--26,23--31,24--35,24--53,25--29,26--44,28--34,28--36,28--51,29--46,29--52,29--56,30--55,31--32,31--40,32--33,34--53,34--54,35--36,35--41,35--47,36--56,37--42,37--46,37--51,39--44,40--57,41--50,42--48,42--55,43--50,43--55,44--52,45--47,45--48,47--50,48--56,49--54,49--57,50--55
0--8,0--10,0--55,0--57,1--3,1--20,1--22,1--45,2--4,2--18,2--24,2--55,3--9,3--17,3--56,4--15,4--19,4--27,5--14,5--37,5--39,5--43,6--21,6--28,6--39,6--43,7--8,7--38,7--48,7--53,8--44,8--49,9--11,9--40,9--41,10--25,10--54,10--57,11--18,11--25,11--52,12--21,12--23,12--35,12--50,13--27,13--29,13--32,13--45,14--33,14--37,14--43,15--16,15--34,15--53,16--19,16--32,16--42,17--19,17--24,17--29,18--25,18--40,19--54,20--35,20--39,20--50,21--46,21--56,22--31,22--33,22--38,23--25,23--28,23--30,24--47,24--56,26--35,26--46,26--49,26--53,27--40,27--54,28--36,28--48,29--30,29--32,30--47,30--55,31--32,31--48,31--52,33--36,33--51,34--38,34--52,34--57,35--47,36--41,36--42,37--48,37--56,38--55,39--46,40--52,41--46,41--51,42--43,42--51,44--45,44--50,44--54,45--50,47--49,49--57,51--53
0--2,0--10,0--21,0--47,1--19,1--33,1--47,1--55,2--19,2--27,2--29,3--17,3--20,3--22,3--56,4--5,4--6,4--17,4--48,5--9,5--50,5--57,6--11,6--32,6--46,7--10,7--18,7--46,7--48,8--26,8--28,8--40,8--51,9--43,9--53,9--57,10--19,10--33,11--12,11--33,11--45,12--23,12--32,12--35,13--31,13--35,13--39,13--43,14--16,14--25,14--36,14--37,15--19,15--30,15--48,15--56,16--40,16--53,16--54,17--43,17--54,18--24,18--30,18--56,20--29,20--33,20--44,21--50,21--51,21--52,22--35,22--40,22--49,23--26,23--50,23--56,24--41,24--44,24--49,25--34,25--36,25--38,26--39,26--42,27--29,27--42,27--43,28--30,28--44,28--45,29--32,30--41,31--41,31--42,31--57,32--37,34--36,34--47,34--52,35--55,36--51,37--39,37--46,38--50,38--52,38--55,39--54,40--53,41--54,42--52,44--53,45--51,45--57,46--48,47--49,49--55
0--10,0--26,0--30,0--52,1--8,1--9,1--48,1--53,2--4,2--12,2--16,2--37,3--18,3--23,3--29,3--42,4--14,4--17,4--32,5--23,5--25,5--48,5--55,6--21,6--26,6--31,6--54,7--14,7--16,7--34,7--37,8--13,8--41,8--43,9--28,9--49,9--52,10--30,10--33,10--39,11--29,11--33,11--40,11--47,12--29,12--32,12--41,13--24,13--44,13--50,14--35,14--38,15--36,15--38,15--47,15--54,16--29,16--35,17--38,17--45,17--56,18--21,18--51,18--57,19--25,19--31,19--39,19--46,20--32,20--50,20--51,20--53,21--27,21--56,22--39,22--44,22--50,22--53,23--55,23--57,24--35,24--37,24--50,25--28,25--56,26--32,26--53,27--28,27--35,27--49,28--34,30--36,30--44,31--34,31--36,33--40,33--51,34--48,36--42,37--49,38--51,39--56,40--45,40--55,41--49,41--54,42--48,42--57,43--44,43--46,43--52,45--46,45--47,46--52,47--54,55--57
0--19,0--29,0--42,0--48,1--22,1--23,1--41,1--47,2--5,2--22,2--35,2--55,3--8,3--15,3--17,3--48,4--6,4--19,4--23,4--43,5--24,5--26,5--32,6--8,6--22,6--26,7--15,7--16,7--25,7--51,8--30,8--43,9--30,9--38,9--44,9--57,10--11,10--28,10--33,10--54,11--17,11--21,11--46,12--20,12--30,12--37,12--41,13--17,13--36,13--45,13--47,14--33,14--34,14--44,14--49,15--25,15--49,16--21,16--44,16--57,17--23,18--20,18--32,18--35,18--55,19--28,19--51,20--22,20--44,21--31,21--46,23--37,24--34,24--40,24--53,25--40,25--46,26--27,26--42,27--28,27--47,27--54,28--36,29--33,29--37,29--51,30--46,31--39,31--45,31--57,32--39,32--56,33--43,34--49,34--55,35--36,35--52,36--47,37--54,38--39,38--52,38--53,39--45,40--49,40--52,41--50,41--55,42--48,42--56,43--57,45--50,48--54,50--52,50--56,51--53,53--56
0--7,0--29,0--33,0--55,1--8,1--19,1--21,1--54,2--12,2--41,2--55,2--57,3--20,3--28,3--39,3--51,4--14,4--15,4--38,4--54,5--8,5--16,5--42,5--52,6--24,6--35,6--37,6--46,7--18,7--25,7--48,8--27,8--29,9--19,9--34,9--44,9--57,10--34,10--39,10--47,10--52,11--26,11--32,11--43,11--47,12--33,12--42,12--43,13--19,13--22,13--33,13--46,14--29,14--36,14--45,15--21,15--27,15--44,16--31,16--51,16--53,17--23,17--33,17--42,17--52,18--46,18--48,18--50,19--54,20--37,20--40,20--52,21--22,21--36,22--23,22--30,23--29,23--34,24--25,24--36,24--49,25--41,25--49,26--31,26--50,26--51,27--51,27--56,28--35,28--38,28--53,30--31,30--38,30--41,31--56,32--37,32--41,32--47,34--40,35--50,35--57,36--45,37--46,38--48,39--47,39--49,40--42,40--50,43--45,43--53,44--55,44--57,45--54,48--56,49--55,53--56
0--4,0--6,0--41,0--54,1--22,1--24,1--32,1--52,2--33,2--40,2--45,2--55,3--37,3--38,3--44,3--49,4--10,4--17,4--32,5--24,5--29,5--38,5--57,6--25,6--32,6--42,7--11,7--26,7--46,7--53,8--14,8--18,8--21,8--26,9--28,9--29,9--34,9--42,10--36,10--47,10--53,11--19,11--25,11--57,12--33,12--39,12--54,12--55,13--31,13--32,13--37,13--57,14--37,14--38,14--46,15--20,15--30,15--35,15--40,16--19,16--27,16--46,16--48,17--43,17--49,17--54,18--30,18--39,18--50,19--27,19--44,20--26,20--29,20--48,21--24,21--37,21--56,22--34,22--51,22--56,23--28,23--36,23--49,23--51,24--42,25--30,25--44,26--50,27--39,27--48,28--43,28--52,29--31,30--31,31--51,33--38,33--41,34--56,34--57,35--45,35--49,35--53,36--46,36--54,39--44,40--52,40--55,41--47,41--51,42--47,43--48,43--52,45--47,45--53,50--55,50--56
0--21,0--35,0--39,0--40,1--17,1--28,1--52,1--55,2--14,2--19,2--24,2--36,3--5,3--26,3--29,3--38,4--12,4--16,4--23,4--55,5--29,5--49,5--53,6--15,6--37,6--38,6--41,7--24,7--38,7--45,7--57,8--21,8--24,8--33,8--37,9--13,9--34,9--43,9--47,10--11,10--32,10--45,10--57,11--24,11--38,11--43,12--20,12--51,12--52,13--18,13--50,13--51,14--23,14--33,14--57,15--25,15--39,15--48,16--33,16--36,16--40,17--35,17--40,17--54,18--25,18--31,18--51,19--28,19--30,19--54,20--29,20--36,20--47,21--25,21--31,22--32,22--34,22--46,22--49,23--33,23--45,25--48,26--27,26--45,26--47,27--34,27--42,27--50,28--31,28--41,29--48,30--40,30--52,30--55,31--44,32--44,32--53,34--53,35--41,35--56,36--43,37--42,37--49,39--50,39--55,41--54,42--49,42--53,43--47,44--46,44--51,46--52,46--56,48--56,50--57,54--56
0--20,0--34,0--45,0--56,1--12,1--18,1--46,1--54,2--9,2--16,2--21,2--24,3--8,3--34,3--35,3--52,4--26,4--42,4--43,4--45,5--20,5--38,5--48,5--53,6--45,6--48,6--50,6--55,7--12,7--20,7--21,7--29,8--11,8--13,8--21,9--14,9--17,9--23,10--32,10--43,10--51,10--52,11--14,11--44,11--54,12--13,12--38,13--30,13--57,14--29,14--41,15--16,15--20,15--26,15--53,16--24,16--57,17--18,17--44,17--48,18--27,18--52,19--27,19--30,19--31,19--39,21--30,22--37,22--40,22--48,22--54,23--26,23--28,23--46,24--26,24--31,25--37,25--40,25--53,25--56,27--29,27--35,28--33,28--49,28--57,29--37,30--40,31--42,31--56,32--36,32--37,32--47,33--39,33--51,33--53,34--41,34--49,35--47,35--50,36--42,36--44,36--46,38--43,38--54,39--41,39--55,40--47,41--57,42--55,43--46,44--45,47--50,49--55,49--56,50--51,51--52
