0--2,0--14,0--48,1--9,1--14,1--37,2--7,2--21,3--5,3--33,3--52,4--17,4--18,4--27,5--36,5--45,6--10,6--30,6--42,7--25,7--42,8--11,8--35,8--47,9--22,9--38,10--19,10--23,11--18,11--30,12--21,12--41,12--44,13--25,13--45,13--46,14--43,15--36,15--39,15--48,16--19,16--36,16--44,17--32,17--35,18--31,19--29,20--22,20--33,20--37,21--41,22--51,23--49,23--52,24--45,24--50,24--51,25--50,26--30,26--33,26--34,27--38,27--53,28--31,28--32,28--40,29--38,29--52,31--39,32--39,34--40,34--49,35--53,37--50,40--51,41--49,42--43,43--47,44--48,46--47,46--53
0--9,0--40,0--44,1--12,1--15,1--18,2--21,2--38,2--45,3--21,3--30,3--32,4--11,4--27,4--51,5--14,5--37,5--49,6--8,6--28,6--50,7--13,7--35,7--38,8--34,8--39,9--20,9--53,10--22,10--25,10--46,11--34,11--43,12--28,12--33,13--42,13--44,14--23,14--44,15--29,15--33,16--19,16--47,16--48,17--36,17--41,17--45,18--34,18--45,19--35,19--50,20--27,20--40,21--23,22--36,22--53,23--47,24--31,24--39,24--48,25--26,25--52,26--49,26--51,27--53,28--47,29--38,29--52,30--32,30--49,31--42,31--43,32--33,35--46,36--37,37--40,39--51,41--50,41--52,42--46,43--48
0--2,0--36,0--39,1--24,1--32,1--52,2--16,2--35,3--11,3--28,3--50,4--32,4--41,4--43,5--6,5--30,5--39,6--17,6--25,7--21,7--30,7--44,8--9,8--36,8--37,9--42,9--46,10--19,10--27,10--42,11--21,11--37,12--20,12--47,12--49,13--27,13--29,13--43,14--15,14--22,14--26,15--31,15--48,16--38,16--50,17--45,17--48,18--25,18--33,18--45,19--27,19--41,20--23,20--38,21--22,22--52,23--31,23--35,24--44,24--53,25--41,26--43,26--51,28--40,28--46,29--33,29--53,30--34,31--49,32--40,33--42,34--36,34--53,35--44,37--45,38--51,39--48,40--49,46--50,47--51,47--52
0--2,0--18,0--40,1--4,1--5,1--43,2--15,2--27,3--13,3--16,3--51,4--13,4--50,5--38,5--50,6--18,6--24,6--44,7--8,7--29,7--41,8--9,8--25,9--19,9--21,10--37,10--42,10--45,11--12,11--19,11--25,12--28,12--53,13--24,14--22,14--41,14--49,15--39,15--48,16--29,16--49,17--26,17--39,17--41,18--20,19--36,20--26,20--48,21--32,21--38,22--35,22--44,23--42,23--46,23--49,24--42,25--45,26--27,27--36,28--39,28--46,29--30,30--33,30--46,31--33,31--36,31--47,32--34,32--35,33--40,34--50,34--51,35--47,37--44,37--52,38--53,40--52,43--48,43--53,45--51,47--52
0--11,0--26,0--39,1--12,1--28,1--36,2--16,2--20,2--45,3--25,3--37,3--53,4--32,4--35,4--44,5--32,5--36,5--39,6--8,6--13,6--22,7--32,7--44,7--50,8--31,8--35,9--23,9--29,9--41,10--25,10--29,10--38,11--21,11--33,12--14,12--26,13--22,13--34,14--42,14--52,15--47,15--50,15--51,16--36,16--40,17--20,17--30,17--48,18--31,18--40,18--52,19--22,19--27,19--45,20--34,21--30,21--48,23--39,23--49,24--28,24--41,24--51,25--46,26--44,27--30,27--43,28--40,29--45,31--43,33--34,33--41,35--47,37--46,37--51,38--42,38--48,42--50,43--52,46--53,47--49,49--53
0--2,0--33,0--36,1--6,1--34,1--46,2--35,2--37,3--6,3--9,3--16,4--38,4--43,4--53,5--19,5--44,5--50,6--18,7--11,7--24,7--48,8--13,8--22,8--49,9--41,9--48,10--38,10--40,10--42,11--12,11--26,12--25,12--32,13--14,13--27,14--17,14--30,15--40,15--50,15--51,16--37,16--47,17--21,17--33,18--39,18--50,19--40,19--47,20--21,20--27,20--45,21--28,22--29,22--41,23--26,23--42,23--45,24--31,24--35,25--31,25--44,26--34,27--46,28--37,28--41,29--33,29--43,30--39,30--51,31--52,32--35,32--38,34--49,36--43,36--53,39--49,42--47,44--52,45--53,46--51,48--52
0--13,0--24,0--31,1--13,1--40,1--47,2--26,2--37,2--38,3--20,3--33,3--53,4--16,4--44,4--52,5--6,5--10,5--34,6--29,6--44,7--29,7--34,7--43,8--30,8--38,8--52,9--24,9--35,9--47,10--14,10--21,11--29,11--36,11--50,12--15,12--31,12--51,13--41,14--16,14--19,15--42,15--45,16--51,17--30,17--36,17--50,18--19,18--30,18--43,19--37,20--48,20--49,21--32,21--35,22--35,22--48,22--49,23--28,23--44,23--51,24--46,25--37,25--41,25--47,26--28,26--33,27--32,27--33,27--42,28--43,31--45,32--46,34--53,36--38,39--40,39--41,39--48,40--50,42--45,46--53,49--52
0--22,0--31,0--34,1--2,1--29,1--39,2--12,2--30,3--10,3--12,3--53,4--5,4--20,4--23,5--12,5--37,6--34,6--36,6--38,7--15,7--47,7--52,8--23,8--38,8--50,9--17,9--25,9--49,10--32,10--41,11--30,11--37,11--41,13--24,13--35,13--51,14--25,14--32,14--40,15--43,15--52,16--17,16--18,16--44,17--43,18--28,18--40,19--21,19--29,19--42,20--21,20--49,21--50,22--45,22--51,23--53,24--28,24--35,25--41,26--37,26--45,26--48,27--29,27--47,27--53,28--51,30--49,31--42,31--46,32--39,33--36,33--39,33--48,34--46,35--46,36--47,38--45,40--44,42--48,43--52,44--50
0--37,0--41,0--53,1--20,1--22,1--30,2--16,2--35,2--39,3--14,3--19,3--32,4--11,4--25,4--43,5--10,5--49,5--51,6--15,6--23,6--27,7--14,7--32,7--44,8--36,8--39,8--41,9--21,9--27,9--52,10--37,10--42,11--25,11--48,12--29,12--33,12--49,13--17,13--28,13--30,14--40,15--31,15--47,16--21,16--26,17--32,17--34,18--37,18--51,18--53,19--33,19--39,20--50,20--53,21--48,22--27,22--34,23--29,23--50,24--30,24--38,24--45,25--42,26--38,26--50,28--36,28--46,29--31,31--52,33--38,34--36,35--40,35--47,40--42,41--47,43--46,43--51,44--45,44--49,45--52,46--48
0--23,0--37,0--42,1--5,1--22,1--26,2--31,2--41,2--52,3--24,3--27,3--38,4--30,4--40,4--49,5--9,5--35,6--10,6--28,6--35,7--34,7--40,7--52,8--30,8--41,8--45,9--19,9--47,10--50,10--52,11--39,11--44,11--46,12--16,12--44,12--45,13--16,13--32,13--53,14--15,14--34,14--42,15--18,15--23,16--25,17--25,17--36,17--43,18--25,18--48,19--27,19--34,20--24,20--27,20--48,21--33,21--35,21--46,22--26,22--28,23--44,24--51,26--29,28--53,29--30,29--51,31--45,31--46,32--41,32--51,33--36,33--38,36--38,37--47,37--49,39--40,39--43,42--50,43--48,47--49,50--53
0--10,0--12,0--46,1--9,1--18,1--38,2--17,2--24,2--47,3--7,3--11,3--39,4--12,4--32,4--44,5--9,5--44,5--49,6--29,6--35,6--52,7--30,7--35,8--15,8--47,8--49,9--47,10--41,10--49,11--24,11--37,12--29,13--17,13--19,13--28,14--21,14--35,14--43,15--46,15--48,16--21,16--25,16--52,17--41,18--31,18--38,19--21,19--46,20--23,20--27,20--45,22--36,22--40,22--48,23--39,23--44,24--43,25--28,25--53,26--27,26--37,26--40,27--32,28--52,29--51,30--48,30--53,31--32,31--42,33--34,33--50,33--51,34--45,34--50,36--41,36--45,37--42,38--50,39--42,40--43,51--53
0--4,0--51,0--52,1--32,1--33,1--47,2--4,2--6,2--27,3--21,3--27,3--32,4--6,5--17,5--21,5--31,6--29,7--8,7--36,7--43,8--15,8--35,9--26,9--27,9--44,10--37,10--45,10--50,11--19,11--24,11--48,12--21,12--43,12--48,13--37,13--40,13--52,14--25,14--38,14--39,15--29,15--53,16--34,16--42,16--50,17--24,17--38,18--26,18--33,18--46,19--23,19--41,20--40,20--49,20--51,22--44,22--48,22--52,23--30,23--39,24--37,25--29,25--42,26--41,28--30,28--32,28--40,30--31,31--43,33--45,34--46,34--53,35--45,35--50,36--44,36--51,38--46,39--53,41--47,42--49,47--49
0--10,0--13,0--17,1--30,1--33,1--48,2--13,2--22,2--23,3--11,3--37,3--43,4--5,4--14,4--31,5--29,5--53,6--15,6--16,6--18,7--35,7--41,7--44,8--36,8--46,8--51,9--29,9--36,9--39,10--29,10--36,11--30,11--41,12--27,12--41,12--43,13--24,14--32,14--35,15--20,15--32,16--28,16--53,17--40,17--45,18--22,18--25,19--42,19--50,19--51,20--30,20--51,21--23,21--37,21--49,22--49,23--47,24--42,24--50,25--45,25--52,26--42,26--43,26--53,27--34,27--47,28--38,28--47,31--38,31--39,32--45,33--44,33--52,34--46,34--52,35--37,38--40,39--50,40--49,44--48,46--48
0--1,0--3,0--42,1--18,1--19,2--12,2--37,2--39,3--4,3--34,4--30,4--42,5--11,5--12,5--26,6--7,6--11,6--13,7--50,7--52,8--9,8--28,8--41,9--33,9--40,10--12,10--40,10--48,11--25,13--27,13--38,14--19,14--29,14--47,15--18,15--19,15--49,16--37,16--46,16--48,17--35,17--36,17--52,18--24,20--32,20--45,20--51,21--36,21--44,21--48,22--34,22--46,22--51,23--29,23--44,23--49,24--40,24--41,25--35,25--46,26--28,26--32,27--29,27--30,28--33,30--39,31--37,31--44,31--45,32--53,33--53,34--36,35--47,38--43,38--49,39--50,41--53,42--47,43--51,43--52,45--50
