0--9,0--10,0--12,0--46,1--17,1--30,1--45,1--48,2--6,2--20,2--22,2--26,3--6,3--26,3--33,3--41,4--35,4--38,4--41,4--50,5--6,5--39,5--41,5--45,6--20,7--20,7--29,7--32,7--43,8--11,8--18,8--32,8--49,9--10,9--37,9--50,10--24,10--49,11--15,11--21,11--31,12--40,12--44,12--45,13--14,13--23,13--34,13--36,14--29,14--38,14--42,15--43,15--51,15--53,16--17,16--37,16--47,16--51,17--22,17--48,18--48,18--50,18--53,19--25,19--27,19--51,19--52,20--23,21--24,21--31,21--36,22--32,22--49,23--33,23--52,24--30,24--33,25--36,25--40,25--44,26--34,26--35,27--28,27--37,27--53,28--29,28--38,28--43,29--49,30--43,30--45,31--32,31--47,33--39,34--40,34--47,35--40,35--42,36--46,37--52,38--47,39--41,39--42,42--46,44--48,44--52,46--53,50--51
0--22,0--33,0--48,0--51,1--14,1--18,1--43,1--49,2--27,2--29,2--37,2--38,3--20,3--21,3--30,3--52,4--21,4--35,4--40,4--50,5--24,5--38,5--41,5--48,6--13,6--18,6--20,6--44,7--15,7--27,7--29,7--49,8--10,8--28,8--31,8--52,9--17,9--23,9--28,9--32,10--19,10--32,10--34,11--14,11--25,11--43,11--46,12--14,12--40,12--46,12--49,13--23,13--26,13--53,14--20,15--18,15--45,15--50,16--19,16--31,16--32,16--48,17--19,17--22,17--33,18--35,19--29,20--24,21--23,21--36,22--33,22--45,23--25,24--48,24--50,25--28,25--30,26--37,26--39,26--51,27--35,27--38,28--34,29--51,30--35,30--45,31--40,31--42,32--51,33--44,34--36,34--37,36--43,36--47,37--46,38--39,39--41,39--43,40--49,41--44,41--53,42--47,42--52,42--53,44--46,45--47,47--50,52--53
0--4,0--48,0--51,0--53,1--10,1--21,1--37,1--47,2--22,2--29,2--32,2--52,3--18,3--20,3--24,3--45,4--18,4--22,4--42,5--8,5--30,5--34,5--53,6--18,6--24,6--49,6--50,7--17,7--31,7--37,7--41,8--35,8--39,8--40,9--25,9--39,9--41,9--50,10--14,10--32,10--52,11--33,11--38,11--41,11--50,12--16,12--21,12--24,12--25,13--17,13--33,13--42,13--49,14--29,14--30,14--32,15--22,15--24,15--38,15--46,16--31,16--42,16--44,17--30,17--40,18--19,19--37,19--44,19--47,20--25,20--43,20--53,21--38,21--45,22--26,23--27,23--36,23--44,23--49,25--48,26--27,26--51,26--53,27--35,27--40,28--30,28--34,28--47,28--52,29--40,29--48,31--34,31--51,32--38,33--47,33--52,34--51,35--36,35--48,36--39,36--46,37--44,39--43,41--46,42--49,43--45,43--46,45--50
0--20,0--21,0--37,0--44,1--2,1--37,1--40,1--41,2--3,2--6,2--34,3--31,3--45,3--49,4--10,4--11,4--23,4--46,5--12,5--19,5--39,5--44,6--12,6--22,6--30,7--14,7--19,7--26,7--38,8--18,8--25,8--50,8--52,9--10,9--26,9--30,9--35,10--26,10--31,11--12,11--17,11--23,12--21,13--14,13--15,13--18,13--20,14--36,14--53,15--32,15--36,15--49,16--17,16--18,16--22,16--44,17--40,17--48,18--27,19--34,19--47,20--35,20--43,21--43,21--46,22--27,22--46,23--25,23--32,24--39,24--42,24--45,24--50,25--29,25--44,26--43,27--41,27--47,28--29,28--35,28--48,28--51,29--49,29--51,30--31,30--38,31--32,32--38,33--34,33--50,33--52,33--53,34--42,35--47,36--39,36--48,37--39,37--48,38--53,40--47,40--50,41--46,41--52,42--51,42--53,43--51,45--49,45--52
0--17,0--37,0--42,0--44,1--15,1--18,1--23,1--41,2--26,2--44,2--45,2--47,3--9,3--21,3--27,3--44,4--27,4--29,4--38,4--51,5--33,5--36,5--40,5--45,6--13,6--26,6--44,6--52,7--9,7--24,7--43,7--53,8--9,8--13,8--27,8--38,9--13,10--24,10--32,10--47,10--50,11--23,11--32,11--33,11--46,12--16,12--22,12--24,12--29,13--15,14--34,14--40,14--42,14--45,15--23,15--42,16--18,16--26,16--28,17--27,17--28,17--29,18--19,18--35,19--22,19--35,19--48,20--21,20--33,20--42,20--52,21--32,21--53,22--25,22--36,23--43,24--39,25--36,25--50,25--52,26--34,28--34,28--39,29--40,30--31,30--35,30--38,30--51,31--39,31--41,31--51,32--48,33--37,34--46,35--53,36--37,37--46,38--47,39--48,40--49,41--48,41--50,43--46,43--52,45--47,49--50,49--51,49--53
0--2,0--4,0--8,0--12,1--7,1--18,1--28,1--44,2--22,2--31,2--32,3--26,3--38,3--43,3--46,4--9,4--25,4--53,5--8,5--26,5--38,5--48,6--9,6--22,6--27,6--53,7--10,7--42,7--52,8--45,8--50,9--12,9--26,10--32,10--37,10--53,11--12,11--33,11--45,11--50,12--34,13--21,13--39,13--41,13--43,14--28,14--50,14--51,14--52,15--17,15--23,15--29,15--34,16--35,16--37,16--40,16--46,17--23,17--43,17--47,18--30,18--46,18--48,19--22,19--24,19--40,19--52,20--27,20--31,20--44,20--47,21--24,21--25,21--50,22--24,23--37,23--47,24--30,25--47,25--49,26--42,27--37,27--40,28--45,28--51,29--32,29--36,29--41,30--34,30--39,31--32,31--42,33--36,33--45,33--46,34--38,35--36,35--41,35--49,36--42,38--48,39--43,39--44,40--49,41--48,44--52,49--51,51--53
0--4,0--10,0--37,0--50,1--2,1--25,1--43,1--53,2--20,2--44,2--47,3--21,3--23,3--35,3--46,4--6,4--34,4--49,5--12,5--24,5--33,5--46,6--9,6--26,6--34,7--8,7--18,7--45,7--48,8--19,8--21,8--23,9--27,9--33,9--53,10--23,10--32,10--52,11--16,11--35,11--36,11--38,12--13,12--26,12--40,13--20,13--40,13--41,14--24,14--29,14--45,14--51,15--16,15--46,15--48,15--50,16--17,16--19,17--37,17--38,17--51,18--24,18--25,18--32,19--42,19--48,20--36,20--37,21--30,21--41,22--35,22--42,22--47,22--49,23--36,24--27,25--33,25--50,26--31,26--39,27--32,27--47,28--35,28--37,28--39,28--40,29--31,29--38,29--41,30--34,30--49,30--52,31--38,31--46,32--44,33--47,34--52,36--39,39--43,40--51,41--42,42--49,43--51,43--53,44--45,44--53,45--48,50--52
0--22,0--27,0--40,0--52,1--5,1--15,1--26,1--36,2--8,2--35,2--41,2--49,3--12,3--37,3--38,3--42,4--7,4--22,4--26,4--30,5--26,5--48,5--52,6--16,6--21,6--33,6--34,7--19,7--28,7--36,8--20,8--24,8--30,9--25,9--30,9--47,9--48,10--19,10--29,10--46,10--48,11--20,11--28,11--46,11--51,12--39,12--45,12--50,13--19,13--21,13--27,13--33,14--17,14--21,14--38,14--39,15--18,15--41,15--45,16--23,16--31,16--45,17--33,17--40,17--43,18--20,18--23,18--39,19--39,20--50,21--41,22--27,22--44,23--34,23--53,24--35,24--37,24--49,25--33,25--37,25--51,26--52,27--32,28--29,28--37,29--47,29--50,30--44,31--32,31--35,31--38,32--44,32--50,34--38,34--42,35--40,36--43,36--47,40--41,42--43,42--44,43--49,45--46,46--51,47--53,48--53,49--52,51--53
0--10,0--15,0--19,0--31,1--6,1--11,1--22,1--42,2--6,2--23,2--52,2--53,3--29,3--33,3--34,3--53,4--28,4--33,4--35,4--46,5--25,5--27,5--37,5--50,6--40,6--45,7--10,7--18,7--41,7--45,8--11,8--16,8--17,8--37,9--29,9--31,9--51,9--53,10--14,10--47,11--46,11--47,12--16,12--36,12--47,12--53,13--21,13--30,13--33,13--45,14--24,14--36,14--49,15--32,15--34,15--40,16--32,16--50,17--20,17--29,17--39,18--35,18--36,18--44,19--21,19--28,19--44,20--26,20--35,20--49,21--22,21--34,22--30,22--52,23--30,23--39,23--50,24--36,24--43,24--47,25--26,25--31,25--37,26--41,26--42,27--32,27--38,27--41,28--38,28--49,29--35,30--34,31--51,32--33,37--43,38--45,38--50,39--43,39--48,40--42,40--48,41--52,42--51,43--46,44--48,44--49,46--48,51--52
0--32,0--35,0--52,0--53,1--11,1--16,1--20,1--37,2--10,2--22,2--34,2--40,3--4,3--16,3--30,3--43,4--41,4--46,4--49,5--28,5--37,5--38,5--45,6--7,6--24,6--35,6--38,7--8,7--17,7--39,8--32,8--48,8--53,9--31,9--36,9--43,9--53,10--12,10--28,10--33,11--17,11--25,11--34,12--19,12--21,12--27,13--22,13--23,13--29,13--48,14--30,14--37,14--41,14--42,15--18,15--19,15--29,15--31,16--23,16--24,17--19,17--31,18--47,18--49,18--51,19--52,20--21,20--25,20--31,21--29,21--44,22--25,22--52,23--25,23--34,24--43,24--50,26--28,26--38,26--48,26--51,27--36,27--39,27--47,28--51,29--47,30--43,30--44,32--41,32--46,33--45,33--50,33--52,34--35,35--36,36--44,37--49,38--42,39--40,39--42,40--45,40--53,41--44,42--48,45--46,46--50,47--50,49--51
0--30,0--35,0--45,0--46,1--11,1--25,1--39,1--47,2--9,2--20,2--31,2--37,3--20,3--21,3--31,3--41,4--7,4--17,4--22,4--40,5--13,5--35,5--40,5--51,6--22,6--29,6--43,6--44,7--19,7--33,7--45,8--24,8--33,8--50,8--53,9--10,9--52,9--53,10--15,10--29,10--53,11--41,11--42,11--45,12--26,12--42,12--46,12--48,13--24,13--30,13--41,14--25,14--30,14--33,14--47,15--16,15--44,15--49,16--27,16--32,16--48,17--32,17--40,17--45,18--22,18--23,18--28,18--36,19--25,19--29,19--36,20--37,20--50,21--38,21--42,21--46,22--52,23--24,23--36,23--38,24--26,25--34,26--27,26--48,27--28,27--37,28--33,28--42,29--51,30--51,31--41,31--43,32--39,32--43,34--35,34--49,34--50,35--37,36--44,38--43,38--49,39--48,39--51,40--50,44--47,46--53,47--52,49--52
0--4,0--9,0--16,0--52,1--23,1--28,1--30,1--32,2--33,2--37,2--46,2--49,3--15,3--19,3--48,3--53,4--17,4--32,4--34,5--7,5--20,5--28,5--35,6--7,6--10,6--19,6--37,7--13,7--49,8--17,8--26,8--38,8--42,9--15,9--32,9--48,10--15,10--22,10--25,11--14,11--21,11--40,11--44,12--17,12--37,12--44,12--48,13--38,13--41,13--43,14--18,14--35,14--53,15--40,16--25,16--40,16--45,17--50,18--27,18--34,18--35,19--33,19--45,20--30,20--43,20--51,21--23,21--34,21--43,22--23,22--24,22--41,23--51,24--30,24--45,24--47,25--28,25--31,26--42,26--44,26--50,27--37,27--44,27--52,28--32,29--31,29--34,29--47,29--53,30--33,31--35,31--47,33--46,36--38,36--39,36--41,36--51,38--52,39--40,39--42,39--49,41--46,42--45,43--53,46--47,48--50,49--51,50--52
0--23,0--29,0--35,0--41,1--4,1--19,1--20,1--33,2--3,2--44,2--45,2--50,3--5,3--15,3--37,4--12,4--15,4--48,5--13,5--22,5--36,6--8,6--17,6--27,6--34,7--23,7--41,7--49,7--51,8--10,8--21,8--51,9--10,9--46,9--47,9--48,10--13,10--25,11--13,11--32,11--35,11--43,12--27,12--35,12--49,13--50,14--22,14--37,14--39,14--53,15--23,15--26,16--17,16--18,16--38,16--51,17--29,17--39,18--40,18--42,18--50,19--30,19--31,19--38,20--33,20--36,20--43,21--36,21--37,21--42,22--26,22--41,23--27,24--25,24--32,24--37,24--46,25--44,25--47,26--32,26--52,27--53,28--31,28--33,28--34,28--47,29--43,29--52,30--41,30--44,30--53,31--34,31--45,32--40,33--46,34--36,35--42,38--42,38--48,39--49,39--50,40--43,40--44,45--47,45--51,46--53,48--52,49--52
0--17,0--32,0--42,0--49,1--4,1--33,1--34,1--40,2--7,2--8,2--13,2--42,3--11,3--33,3--37,3--41,4--38,4--47,4--52,5--24,5--30,5--32,5--41,6--12,6--21,6--27,6--44,7--26,7--37,7--43,8--14,8--20,8--44,9--22,9--30,9--40,9--47,10--11,10--21,10--48,10--53,11--12,11--51,12--38,12--50,13--16,13--45,13--46,14--35,14--42,14--52,15--26,15--33,15--44,15--51,16--20,16--22,16--28,17--21,17--50,17--53,18--29,18--34,18--35,18--48,19--20,19--31,19--38,19--50,20--34,21--27,22--23,22--29,23--26,23--32,23--36,24--36,24--38,24--50,25--33,25--39,25--41,25--52,26--49,27--28,27--51,28--31,28--45,29--34,29--40,30--35,30--48,31--44,31--51,32--47,35--46,36--39,36--46,37--48,37--52,39--40,39--49,41--43,42--53,43--45,43--49,45--53,46--47
0--1,0--10,0--23,0--30,1--15,1--23,1--28,2--26,2--33,2--37,2--44,3--12,3--13,3--26,3--47,4--17,4--24,4--25,4--47,5--10,5--19,5--27,5--53,6--10,6--13,6--18,6--53,7--13,7--24,7--42,7--48,8--27,8--31,8--32,8--33,9--16,9--35,9--40,9--45,10--51,11--20,11--37,11--39,11--50,12--44,12--49,12--52,13--20,14--29,14--40,14--45,14--48,15--27,15--32,15--37,16--28,16--33,16--47,17--20,17--22,17--33,18--29,18--36,18--38,19--36,19--49,19--51,20--45,21--24,21--25,21--43,21--51,22--24,22--34,22--40,23--32,23--45,25--34,25--36,26--46,26--50,27--44,28--35,28--41,29--32,29--39,30--44,30--48,30--51,31--46,31--49,31--50,34--42,34--43,35--38,35--47,36--41,37--41,38--39,38--49,39--53,40--52,41--52,42--46,42--53,43--50,43--52,46--48
0--1,0--34,0--39,0--45,1--37,1--46,1--47,2--7,2--14,2--28,2--42,3--15,3--22,3--44,3--49,4--22,4--29,4--32,4--53,5--16,5--20,5--43,5--49,6--9,6--27,6--28,6--42,7--11,7--21,7--29,8--21,8--37,8--46,8--53,9--14,9--19,9--47,10--12,10--17,10--31,10--44,11--15,11--40,11--43,12--35,12--40,12--48,13--26,13--35,13--44,13--45,14--20,14--27,15--26,15--33,16--30,16--36,16--46,17--18,17--40,17--51,18--27,18--48,18--51,19--28,19--32,19--43,20--37,20--48,21--23,21--31,22--24,22--38,23--30,23--39,23--50,24--25,24--29,24--47,25--32,25--40,25--41,26--28,26--36,27--42,29--50,30--37,30--53,31--46,31--52,32--34,33--38,33--45,33--48,34--41,34--49,35--36,35--45,36--50,38--41,38--52,39--44,39--50,41--49,42--51,43--51,47--52,52--53
0--10,0--26,0--28,0--46,1--13,1--16,1--26,1--43,2--10,2--13,2--22,2--45,3--14,3--17,3--32,3--42,4--5,4--23,4--24,4--48,5--26,5--49,5--51,6--12,6--33,6--49,6--51,7--9,7--14,7--40,7--41,8--20,8--21,8--34,8--35,9--20,9--36,9--43,10--17,10--25,11--21,11--30,11--44,11--48,12--38,12--47,12--51,13--35,13--40,14--23,14--41,15--16,15--19,15--42,15--46,16--37,16--40,17--18,17--42,18--24,18--28,18--31,19--30,19--52,19--53,20--27,20--43,21--33,21--42,22--25,22--41,22--52,23--47,23--50,24--29,24--34,25--36,25--48,26--49,27--31,27--32,27--39,28--38,28--50,29--39,29--48,29--51,30--31,30--40,31--44,32--46,32--53,33--37,33--41,34--37,34--38,35--52,35--53,36--45,36--47,37--45,38--50,39--50,39--53,43--52,44--46,44--49,45--47
0--6,0--27,0--48,0--49,1--17,1--36,1--49,1--52,2--4,2--14,2--31,2--46,3--19,3--24,3--42,3--50,4--5,4--30,4--39,5--11,5--46,5--49,6--16,6--25,6--27,7--10,7--13,7--16,7--29,8--19,8--20,8--35,8--52,9--20,9--21,9--26,9--37,10--24,10--34,10--53,11--13,11--23,11--42,12--15,12--30,12--40,12--44,13--21,13--48,14--17,14--32,14--33,15--24,15--32,15--35,16--28,16--43,17--22,17--36,18--30,18--44,18--45,18--51,19--41,19--50,20--35,20--37,21--28,21--31,22--25,22--29,22--51,23--42,23--45,23--50,24--28,25--47,25--52,26--40,26--45,26--47,27--34,27--38,28--33,29--39,29--48,30--43,31--38,31--41,32--39,32--45,33--37,33--38,34--44,34--47,35--36,36--42,37--44,38--46,39--49,40--43,40--53,41--51,41--52,43--53,46--50,47--48,51--53
0--2,0--27,0--41,0--47,1--3,1--7,1--29,1--47,2--8,2--30,2--50,3--28,3--40,3--45,4--6,4--33,4--39,4--52,5--21,5--29,5--30,5--32,6--12,6--32,6--39,7--17,7--31,7--44,8--12,8--51,8--52,9--13,9--21,9--38,9--39,10--15,10--21,10--24,10--43,11--12,11--16,11--23,11--48,12--23,13--19,13--27,13--41,14--24,14--36,14--42,14--49,15--24,15--37,15--40,16--20,16--36,16--46,17--19,17--23,17--49,18--25,18--31,18--45,18--46,19--30,19--35,20--22,20--33,20--44,21--33,22--28,22--45,22--47,23--35,24--51,25--26,25--43,25--53,26--38,26--41,26--46,27--40,27--50,28--42,28--48,29--34,29--42,30--53,31--34,31--46,32--37,32--49,33--44,34--37,34--38,35--48,35--53,36--40,36--51,37--52,38--48,39--47,41--49,42--51,43--45,43--50,44--52,50--53
0--19,0--25,0--32,0--45,1--6,1--11,1--15,1--25,2--12,2--14,2--35,2--40,3--21,3--28,3--38,3--39,4--24,4--37,4--42,4--44,5--9,5--10,5--13,5--41,6--14,6--22,6--36,7--12,7--15,7--17,7--22,8--21,8--28,8--38,8--51,9--19,9--50,9--51,10--24,10--27,10--43,11--24,11--31,11--48,12--20,12--38,13--19,13--23,13--32,14--23,14--47,15--34,15--49,16--20,16--28,16--43,16--47,17--41,17--49,17--53,18--21,18--23,18--26,18--50,19--33,20--33,20--37,21--22,22--40,23--39,24--47,25--28,25--42,26--27,26--30,26--45,27--35,27--37,29--36,29--44,29--46,29--52,30--36,30--46,30--53,31--33,31--39,31--52,32--37,32--40,33--38,34--35,34--39,34--50,35--46,36--52,40--46,41--48,41--53,42--43,42--52,43--49,44--48,44--51,45--48,45--51,47--53,49--50
0--19,0--34,0--41,0--52,1--23,1--38,1--44,1--53,2--23,2--35,2--46,2--50,3--9,3--16,3--25,3--47,4--13,4--22,4--28,4--30,5--19,5--20,5--28,5--39,6--16,6--27,6--30,6--39,7--13,7--21,7--34,7--39,8--17,8--29,8--33,8--44,9--17,9--29,9--45,10--15,10--40,10--43,10--45,11--12,11--30,11--37,11--45,12--27,12--36,12--49,13--19,13--28,14--24,14--28,14--31,14--35,15--31,15--38,15--50,16--33,16--48,17--23,17--40,18--22,18--32,18--49,18--52,19--24,20--37,20--47,20--48,21--24,21--42,21--49,22--31,22--51,23--50,24--34,25--30,25--32,25--40,26--32,26--36,26--41,26--46,27--37,27--40,29--37,29--51,31--36,32--46,33--43,33--44,34--41,35--48,35--50,36--52,38--45,38--53,39--48,41--42,42--47,42--51,43--46,43--52,44--53,47--53,49--51
0--21,0--30,0--32,0--40,1--13,1--42,1--49,1--50,2--10,2--28,2--44,2--45,3--9,3--12,3--28,3--49,4--12,4--16,4--25,4--38,5--17,5--34,5--38,5--43,6--14,6--21,6--28,6--51,7--19,7--20,7--32,7--35,8--20,8--33,8--47,8--53,9--10,9--11,9--33,10--34,10--43,11--23,11--24,11--37,12--13,12--29,13--22,13--41,14--16,14--18,14--37,15--34,15--42,15--44,15--52,16--18,16--23,17--21,17--24,17--40,18--37,18--49,19--31,19--40,19--50,20--31,20--39,21--52,22--23,22--35,22--43,23--47,24--29,24--41,25--30,25--39,25--46,26--33,26--34,26--36,26--47,27--39,27--44,27--48,27--53,28--39,29--46,29--47,30--38,30--50,31--40,31--53,32--36,32--51,33--38,35--41,35--53,36--48,36--51,37--42,41--45,42--50,43--48,44--45,45--48,46--49,46--52,51--52
0--7,0--11,0--34,0--51,1--5,1--13,1--15,1--24,2--18,2--20,2--21,2--40,3--5,3--23,3--24,3--36,4--7,4--27,4--33,4--45,5--10,5--37,6--14,6--22,6--39,6--43,7--29,7--46,8--15,8--38,8--41,8--53,9--16,9--26,9--41,9--44,10--22,10--25,10--45,11--22,11--40,11--49,12--22,12--36,12--42,12--47,13--23,13--38,13--52,14--17,14--35,14--52,15--48,15--50,16--30,16--43,16--51,17--20,17--24,17--53,18--26,18--32,18--36,19--21,19--25,19--31,19--47,20--32,20--33,21--49,21--51,23--39,23--45,24--28,25--41,25--49,26--43,26--46,27--46,27--48,27--50,28--33,28--35,28--42,29--34,29--41,29--52,30--48,30--51,30--53,31--37,31--42,31--50,32--38,32--39,33--44,34--37,34--44,35--38,35--47,36--40,37--39,40--42,43--50,44--53,45--52,46--47,48--49
0--16,0--18,0--24,0--42,1--2,1--8,1--10,1--13,2--4,2--17,2--37,3--31,3--44,3--46,3--52,4--7,4--23,4--38,5--23,5--28,5--33,5--48,6--34,6--39,6--43,6--51,7--8,7--15,7--37,8--15,8--38,9--16,9--27,9--33,9--46,10--28,10--45,10--46,11--12,11--25,11--34,11--47,12--22,12--27,12--41,13--32,13--51,13--53,14--34,14--40,14--50,14--52,15--19,15--22,16--21,16--35,17--35,17--45,17--50,18--27,18--44,18--47,19--27,19--29,19--33,20--25,20--35,20--48,20--52,21--29,21--31,21--36,22--37,22--40,23--38,23--40,24--26,24--32,24--39,25--34,25--45,26--36,26--37,26--48,28--29,28--41,29--50,30--32,30--41,30--42,30--43,31--35,31--52,32--47,33--49,36--39,36--49,38--48,39--53,40--50,41--44,42--45,42--51,43--49,43--53,44--46,47--49,51--53
0--3,0--7,0--19,0--41,1--5,1--12,1--37,1--45,2--10,2--20,2--47,2--48,3--15,3--22,3--29,4--6,4--24,4--47,4--51,5--14,5--32,5--43,6--25,6--31,6--45,7--11,7--36,7--52,8--17,8--23,8--48,8--51,9--26,9--33,9--42,9--52,10--13,10--17,10--52,11--29,11--31,11--41,12--26,12--36,12--47,13--16,13--28,13--48,14--23,14--31,14--44,15--22,15--41,15--49,16--18,16--24,16--28,17--33,17--38,18--29,18--32,18--53,19--33,19--34,19--42,20--22,20--30,20--42,21--39,21--43,21--47,21--50,22--49,23--42,23--46,24--35,24--40,25--26,25--39,25--40,26--34,27--33,27--40,27--43,27--46,28--39,28--50,29--37,30--35,30--36,30--51,31--34,32--50,32--53,34--37,35--36,35--43,37--38,38--45,38--51,39--50,40--49,41--53,44--45,44--46,44--53,46--48,49--52
0--17,0--34,0--44,0--50,1--16,1--22,1--23,1--47,2--21,2--23,2--29,2--42,3--7,3--8,3--25,3--28,4--9,4--20,4--24,4--26,5--19,5--26,5--27,5--43,6--19,6--27,6--35,6--38,7--12,7--47,7--50,8--15,8--16,8--52,9--18,9--45,9--46,10--11,10--26,10--40,10--49,11--20,11--27,11--34,12--28,12--44,12--48,13--16,13--31,13--41,13--46,14--24,14--29,14--36,14--44,15--34,15--43,15--46,16--31,17--35,17--36,17--51,18--19,18--31,18--46,19--24,20--23,20--51,21--25,21--28,21--43,22--36,22--40,22--53,23--53,24--50,25--30,25--32,26--41,27--29,28--32,29--42,30--31,30--39,30--48,32--33,32--52,33--35,33--38,33--47,34--51,35--40,36--45,37--43,37--45,37--48,37--52,38--39,38--45,39--47,39--53,40--52,41--44,41--48,42--49,42--51,49--50,49--53
0--11,0--25,0--41,0--42,1--35,1--38,1--49,1--51,2--20,2--25,2--35,2--53,3--5,3--35,3--45,3--53,4--16,4--17,4--31,4--53,5--9,5--36,5--41,6--31,6--33,6--42,6--50,7--26,7--29,7--30,7--39,8--9,8--21,8--41,8--47,9--14,9--42,10--21,10--35,10--39,10--41,11--24,11--32,11--40,12--19,12--26,12--46,12--49,13--22,13--25,13--36,13--39,14--21,14--22,14--29,15--18,15--20,15--45,15--52,16--26,16--34,16--46,17--43,17--48,17--52,18--31,18--42,18--50,19--21,19--34,19--53,20--44,20--47,22--28,22--38,23--32,23--43,23--45,23--50,24--30,24--31,24--43,25--34,26--33,27--32,27--33,27--36,27--47,28--44,28--46,28--49,29--37,29--49,30--37,30--38,32--52,33--46,34--51,36--39,37--40,37--44,38--50,40--51,40--52,43--47,44--48,45--48,48--51
0--17,0--36,0--37,0--46,1--19,1--33,1--41,1--50,2--6,2--18,2--33,2--50,3--14,3--16,3--24,3--51,4--26,4--27,4--45,4--49,5--10,5--35,5--37,5--52,6--8,6--18,6--38,7--9,7--19,7--30,7--43,8--23,8--43,8--50,9--13,9--15,9--51,10--28,10--30,10--32,11--21,11--35,11--39,11--44,12--18,12--38,12--39,12--45,13--21,13--30,13--42,14--20,14--26,14--33,15--27,15--46,15--48,16--25,16--40,16--46,17--18,17--41,17--50,19--20,19--25,20--38,20--40,21--43,21--44,22--27,22--32,22--48,22--52,23--31,23--37,23--44,24--31,24--38,24--49,25--35,25--36,26--29,26--40,27--32,28--33,28--36,28--47,29--37,29--45,29--48,30--34,31--39,31--47,32--47,34--42,34--45,34--51,35--53,36--53,39--46,40--41,41--44,42--49,42--53,43--49,47--52,48--52,51--53
0--2,0--22,0--39,0--47,1--7,1--29,1--32,1--39,2--6,2--21,2--48,3--25,3--32,3--34,3--47,4--33,4--44,4--45,4--50,5--9,5--38,5--42,5--51,6--11,6--29,6--43,7--22,7--35,7--40,8--11,8--28,8--30,8--47,9--20,9--31,9--50,10--11,10--22,10--30,10--36,11--31,12--15,12--16,12--37,12--44,13--18,13--23,13--26,13--33,14--27,14--34,14--35,14--40,15--34,15--39,15--42,16--21,16--22,16--31,17--35,17--40,17--42,17--46,18--34,18--42,18--52,19--21,19--26,19--29,19--32,20--46,20--48,20--52,21--37,23--30,23--36,23--50,24--26,24--27,24--41,24--44,25--27,25--49,25--51,26--45,27--39,28--43,28--44,28--53,29--41,30--49,31--48,32--49,33--38,33--43,35--49,36--38,36--51,37--40,37--53,38--52,41--48,41--53,43--45,45--53,46--50,46--52,47--51
0--19,0--20,0--25,0--36,1--18,1--28,1--37,1--43,2--24,2--31,2--34,2--45,3--15,3--19,3--39,3--47,4--17,4--19,4--23,4--48,5--11,5--23,5--24,5--35,6--13,6--17,6--29,6--47,7--18,7--27,7--42,7--48,8--9,8--14,8--16,8--45,9--21,9--34,9--43,10--41,10--42,10--46,10--51,11--23,11--45,11--49,12--25,12--30,12--35,12--42,13--22,13--50,13--53,14--31,14--32,14--53,15--17,15--20,15--35,16--22,16--34,16--39,17--52,18--24,18--44,19--48,20--37,20--53,21--26,21--40,21--49,22--43,22--49,23--27,24--40,25--29,25--47,26--28,26--29,26--39,27--40,27--50,28--30,28--50,29--51,30--42,30--51,31--36,31--46,32--33,32--41,32--46,33--38,33--40,33--52,34--38,35--38,36--38,36--46,37--44,37--49,39--47,41--43,41--44,44--52,45--50,48--53,51--52
0--24,0--39,0--44,0--45,1--13,1--16,1--25,1--39,2--3,2--14,2--22,2--37,3--6,3--27,3--49,4--11,4--21,4--33,4--52,5--22,5--24,5--25,5--41,6--28,6--40,6--46,7--9,7--10,7--32,7--45,8--9,8--12,8--35,8--48,9--17,9--28,10--16,10--23,10--26,11--14,11--19,11--31,12--35,12--43,12--49,13--15,13--20,13--33,14--36,14--41,15--31,15--39,15--44,16--18,16--31,17--25,17--36,17--37,18--32,18--41,18--52,19--30,19--45,19--52,20--26,20--40,20--52,21--32,21--38,21--48,22--28,22--38,23--28,23--44,23--50,24--29,24--33,25--42,26--43,26--51,27--35,27--40,27--49,29--34,29--38,29--50,30--34,30--46,30--48,31--34,32--42,33--53,34--50,35--53,36--46,36--47,37--42,37--53,38--41,39--47,40--49,42--46,43--47,43--50,44--51,45--53,47--51,48--51
0--10,0--29,0--49,0--50,1--7,1--11,1--45,1--51,2--12,2--32,2--33,2--48,3--9,3--29,3--32,3--36,4--7,4--8,4--47,4--52,5--9,5--20,5--39,5--49,6--19,6--22,6--26,6--27,7--21,7--31,8--15,8--17,8--34,9--26,9--39,10--23,10--47,10--51,11--14,11--30,11--31,12--15,12--18,12--20,13--20,13--37,13--40,13--41,14--19,14--28,14--45,15--25,15--51,16--18,16--24,16--29,16--43,17--22,17--33,17--37,18--25,18--45,19--36,19--40,20--47,21--26,21--30,21--39,22--46,22--49,23--35,23--43,23--44,24--32,24--35,24--44,25--28,25--44,26--41,27--38,27--43,27--48,28--34,28--52,29--45,30--37,30--43,31--38,31--50,32--37,33--42,33--50,34--39,34--42,35--41,35--53,36--38,36--48,38--40,40--53,41--46,42--48,42--53,44--51,46--47,46--53,49--52,50--52
