0--6,0--25,0--36,0--42,1--4,1--26,1--37,1--41,2--5,2--10,2--27,2--28,3--4,3--20,3--33,3--39,4--23,4--33,5--11,5--24,5--25,6--12,6--19,6--26,7--9,7--14,7--38,7--39,8--12,8--15,8--30,8--32,9--13,9--17,9--22,10--15,10--21,10--40,11--18,11--19,11--30,12--19,12--23,13--27,13--37,13--43,14--18,14--35,14--42,15--25,15--33,16--17,16--21,16--22,16--30,17--38,17--43,18--23,18--31,19--32,20--22,20--35,20--41,21--34,21--37,22--34,23--41,24--27,24--28,24--38,25--31,26--29,26--33,27--31,28--34,28--43,29--35,29--36,29--41,30--36,31--43,32--37,32--40,34--40,35--36,38--39,39--42,40--42
0--13,0--26,0--41,0--43,1--5,1--16,1--29,1--41,2--6,2--17,2--23,2--30,3--9,3--19,3--24,3--31,4--5,4--14,4--20,4--42,5--31,5--37,6--11,6--22,6--27,7--20,7--35,7--38,7--40,8--16,8--28,8--38,8--40,9--11,9--12,9--36,10--12,10--17,10--27,10--33,11--33,11--42,12--35,12--37,13--16,13--17,13--29,14--18,14--25,14--34,15--20,15--23,15--27,15--39,16--20,17--43,18--24,18--39,18--41,19--22,19--32,19--34,21--26,21--28,21--36,21--39,22--27,22--30,23--31,23--38,24--26,24--33,25--37,25--40,25--41,26--30,28--29,28--33,29--36,30--35,31--43,32--38,32--39,32--43,34--36,34--40,35--42,37--42
0--5,0--9,0--24,0--41,1--9,1--33,1--36,1--41,2--19,2--29,2--36,2--38,3--15,3--20,3--35,3--37,4--26,4--29,4--36,4--42,5--6,5--20,5--22,6--27,6--33,6--42,7--14,7--18,7--39,7--40,8--16,8--33,8--34,8--35,9--22,9--38,10--17,10--19,10--32,10--39,11--12,11--13,11--20,11--37,12--18,12--28,12--30,13--14,13--15,13--43,14--33,14--38,15--20,15--35,16--21,16--30,16--31,17--25,17--34,17--41,18--23,18--26,19--25,19--27,21--30,21--31,21--40,22--24,22--26,23--30,23--39,23--40,24--27,24--41,25--32,25--42,26--37,27--35,28--29,28--39,28--43,29--31,31--36,32--42,32--43,34--40,34--43,37--38
0--13,0--17,0--36,0--37,1--7,1--27,1--34,1--43,2--13,2--22,2--35,2--40,3--4,3--18,3--23,3--34,4--12,4--27,4--38,5--7,5--24,5--40,5--41,6--14,6--29,6--30,6--32,7--15,7--42,8--11,8--21,8--23,8--32,9--25,9--28,9--35,9--37,10--25,10--26,10--30,10--38,11--14,11--31,11--39,12--22,12--26,12--43,13--24,13--36,14--15,14--41,15--29,15--33,16--25,16--31,16--33,16--36,17--19,17--26,17--31,18--31,18--32,18--42,19--21,19--22,19--38,20--21,20--27,20--29,20--42,21--39,22--32,23--24,23--33,24--35,25--35,26--40,27--40,28--34,28--39,28--43,29--36,30--33,30--41,34--37,37--41,38--39,42--43
0--3,0--28,0--41,0--42,1--7,1--17,1--37,1--40,2--11,2--21,2--27,2--35,3--6,3--20,3--25,4--23,4--26,4--33,4--38,5--11,5--22,5--25,5--30,6--10,6--30,6--34,7--14,7--20,7--36,8--12,8--21,8--32,8--33,9--16,9--18,9--22,9--34,10--31,10--32,10--36,11--25,11--43,12--19,12--31,12--42,13--19,13--20,13--35,13--43,14--20,14--34,14--41,15--17,15--27,15--29,15--39,16--17,16--21,16--22,17--18,18--22,18--28,19--31,19--32,21--24,23--24,23--38,23--40,24--40,24--41,25--28,26--32,26--35,26--36,27--37,27--43,28--41,29--34,29--38,29--42,30--39,30--43,31--35,33--37,33--42,36--37,38--39,39--40
0--10,0--15,0--29,0--38,1--4,1--8,1--20,1--23,2--3,2--25,2--29,2--34,3--10,3--35,3--37,4--14,4--19,4--20,5--6,5--13,5--16,5--30,6--7,6--19,6--23,7--12,7--30,7--33,8--11,8--24,8--26,9--10,9--17,9--24,9--42,10--28,11--21,11--23,11--33,12--17,12--18,12--43,13--20,13--32,13--41,14--16,14--22,14--27,15--17,15--36,15--41,16--22,16--31,17--26,18--34,18--35,18--43,19--24,19--32,20--26,21--25,21--34,21--39,22--27,22--39,23--27,24--37,25--27,25--33,26--42,28--29,28--35,28--42,29--43,30--36,30--37,31--38,31--40,31--41,32--33,32--41,34--38,35--36,36--43,37--40,38--40,39--40,39--42
0--16,0--27,0--32,0--36,1--22,1--26,1--29,1--32,2--6,2--10,2--25,2--42,3--8,3--16,3--25,3--43,4--8,4--17,4--21,4--23,5--10,5--18,5--27,5--37,6--33,6--36,6--41,7--26,7--29,7--30,7--35,8--30,8--39,9--25,9--26,9--31,9--38,10--11,10--19,11--23,11--28,11--34,12--13,12--16,12--17,12--27,13--15,13--21,13--38,14--28,14--35,14--38,14--43,15--29,15--39,15--41,16--18,17--27,17--34,18--29,18--38,19--26,19--30,19--33,20--22,20--24,20--30,20--32,21--22,21--40,22--31,23--24,23--33,24--36,24--42,25--34,28--40,28--42,31--41,31--42,32--35,33--34,35--37,36--40,37--41,37--43,39--40,39--43
0--2,0--23,0--24,0--36,1--2,1--6,1--24,1--38,2--9,2--15,3--12,3--15,3--27,3--28,4--7,4--17,4--30,4--42,5--18,5--20,5--40,5--42,6--9,6--14,6--31,7--8,7--36,7--43,8--20,8--28,8--32,9--12,9--25,10--11,10--16,10--35,10--37,11--13,11--20,11--27,12--39,12--41,13--17,13--31,13--42,14--22,14--23,14--36,15--34,15--35,16--31,16--39,16--43,17--21,17--41,18--32,18--40,18--42,19--20,19--22,19--29,19--43,21--30,21--34,21--37,22--28,22--40,23--25,23--38,24--25,24--30,25--35,26--32,26--33,26--36,26--39,27--32,27--37,28--29,29--33,29--38,30--39,31--33,33--35,34--40,34--41,37--43,38--41
0--8,0--12,0--33,0--35,1--2,1--8,1--15,1--34,2--6,2--26,2--42,3--6,3--16,3--18,3--31,4--16,4--27,4--28,4--32,5--7,5--10,5--18,5--28,6--14,6--23,7--9,7--21,7--31,8--10,8--19,9--26,9--32,9--33,10--11,10--22,11--13,11--38,11--40,12--17,12--36,12--42,13--17,13--23,13--35,14--15,14--29,14--30,15--17,15--36,16--27,16--31,17--43,18--32,18--42,19--25,19--29,19--34,20--21,20--22,20--26,20--37,21--27,21--40,22--30,22--35,23--37,23--39,24--29,24--32,24--37,24--39,25--33,25--38,25--43,26--43,27--33,28--40,28--43,29--39,30--38,30--40,31--41,34--36,34--37,35--42,36--41,38--41,39--41
0--5,0--7,0--12,0--34,1--10,1--27,1--35,1--40,2--5,2--26,2--37,2--43,3--11,3--17,3--40,3--42,4--16,4--17,4--18,4--31,5--38,5--42,6--12,6--21,6--23,6--24,7--11,7--20,7--34,8--9,8--10,8--13,8--22,9--14,9--22,9--36,10--11,10--13,11--30,12--15,12--41,13--25,13--37,14--20,14--29,14--42,15--19,15--25,15--30,16--19,16--35,16--39,17--27,17--29,18--28,18--32,18--40,19--29,19--38,20--26,20--27,21--24,21--25,21--43,22--26,22--34,23--32,23--33,23--41,24--25,24--33,26--38,27--36,28--30,28--33,28--36,29--38,30--37,31--32,31--40,31--43,32--42,33--35,34--41,35--39,36--37,39--41,39--43
0--4,0--9,0--28,0--37,1--10,1--15,1--21,1--42,2--3,2--13,2--19,2--26,3--9,3--22,3--35,4--12,4--38,4--39,5--31,5--33,5--39,5--41,6--8,6--15,6--36,6--37,7--17,7--38,7--39,7--40,8--9,8--40,8--43,9--35,10--32,10--34,10--38,11--14,11--25,11--41,11--42,12--20,12--21,12--31,13--21,13--34,13--43,14--27,14--30,14--38,15--24,15--43,16--17,16--20,16--27,16--40,17--21,17--43,18--23,18--24,18--29,18--42,19--25,19--30,19--40,20--29,20--33,22--30,22--32,22--36,23--28,23--32,23--33,24--28,24--29,25--26,25--42,26--27,26--39,27--34,28--36,29--35,30--32,31--35,31--37,33--36,34--41,37--41
0--4,0--13,0--34,0--36,1--5,1--11,1--16,1--42,2--8,2--15,2--30,2--37,3--7,3--12,3--13,3--32,4--35,4--41,4--42,5--11,5--24,5--25,6--8,6--9,6--20,6--23,7--12,7--18,7--36,8--18,8--23,9--23,9--34,9--38,10--13,10--20,10--22,10--39,11--15,11--17,12--21,12--37,13--28,14--16,14--17,14--22,14--31,15--33,15--39,16--30,16--43,17--21,17--27,18--26,18--43,19--22,19--24,19--35,19--40,20--30,20--32,21--35,21--39,22--29,23--33,24--26,24--40,25--28,25--40,25--41,26--27,26--28,27--30,27--36,28--31,29--31,29--34,29--42,31--36,32--42,32--43,33--35,33--38,34--37,37--38,38--41,39--41,40--43
0--3,0--10,0--11,0--29,1--6,1--15,1--26,1--30,2--3,2--13,2--20,2--33,3--30,3--31,4--6,4--7,4--10,4--22,5--32,5--35,5--38,5--43,6--15,6--42,7--9,7--29,7--39,8--20,8--33,8--34,8--40,9--13,9--16,9--40,10--22,10--32,11--27,11--32,11--37,12--21,12--22,12--24,12--41,13--25,13--43,14--20,14--28,14--36,14--37,15--35,15--40,16--18,16--19,16--42,17--26,17--30,17--41,17--42,18--21,18--23,18--25,19--24,19--29,19--34,20--39,21--26,21--37,22--29,23--24,23--31,23--38,24--33,25--26,25--31,27--28,27--35,27--39,28--34,28--36,30--36,31--35,32--33,34--43,36--42,37--41,38--39,38--43,40--41
0--3,0--23,0--31,0--38,1--13,1--24,1--32,1--38,2--8,2--10,2--34,2--39,3--7,3--13,3--27,4--15,4--16,4--22,4--23,5--27,5--31,5--37,5--42,6--7,6--10,6--28,6--29,7--10,7--27,8--12,8--42,8--43,9--13,9--32,9--35,9--36,10--25,11--15,11--17,11--18,11--21,12--18,12--19,12--35,13--41,14--20,14--22,14--34,14--43,15--18,15--22,16--17,16--23,16--40,17--30,17--33,18--42,19--22,19--30,19--31,20--21,20--26,20--28,21--26,21--40,23--29,24--31,24--36,24--38,25--32,25--35,25--43,26--29,26--33,27--29,28--30,28--34,30--41,32--37,33--36,33--43,34--42,35--39,36--40,37--39,37--41,38--39,40--41
0--17,0--29,0--37,0--41,1--4,1--6,1--31,1--36,2--7,2--15,2--22,2--36,3--6,3--10,3--28,3--29,4--7,4--18,4--20,5--24,5--25,5--31,5--41,6--19,6--20,7--27,7--33,8--11,8--17,8--21,8--23,9--28,9--30,9--35,9--37,10--32,10--35,10--42,11--17,11--38,11--39,12--19,12--24,12--42,12--43,13--19,13--30,13--33,13--43,14--21,14--24,14--32,14--34,15--24,15--31,15--36,16--22,16--38,16--40,16--42,17--27,18--22,18--26,18--40,19--39,20--28,20--42,21--25,21--27,22--33,23--38,23--40,23--41,25--32,25--36,26--27,26--29,26--34,28--39,29--37,30--32,30--39,31--34,33--37,34--40,35--38,35--43,41--43
0--20,0--22,0--30,0--42,1--3,1--8,1--29,1--32,2--3,2--11,2--26,2--31,3--19,3--31,4--21,4--30,4--36,4--37,5--9,5--19,5--23,5--34,6--21,6--26,6--36,6--40,7--12,7--24,7--28,7--38,8--9,8--16,8--39,9--11,9--18,10--20,10--21,10--24,10--28,11--35,11--38,12--16,12--23,12--43,13--15,13--28,13--36,13--40,14--27,14--35,14--36,14--37,15--19,15--33,15--42,16--17,16--22,17--32,17--41,17--43,18--31,18--39,18--43,19--41,20--28,20--41,21--22,22--27,23--29,23--32,24--25,24--30,25--33,25--37,25--39,26--37,26--43,27--35,27--40,29--33,29--41,30--34,31--33,32--42,34--35,34--42,38--39,38--40
0--2,0--10,0--21,0--23,1--5,1--28,1--29,1--35,2--6,2--13,2--27,3--8,3--13,3--20,3--33,4--24,4--27,4--33,4--40,5--10,5--23,5--35,6--16,6--17,6--20,7--32,7--41,7--42,7--43,8--25,8--26,8--37,9--15,9--20,9--29,9--37,10--12,10--31,11--16,11--24,11--30,11--41,12--17,12--35,12--39,13--37,13--40,14--15,14--22,14--30,14--31,15--25,15--32,16--34,16--42,17--18,17--37,18--27,18--36,18--39,19--22,19--30,19--31,19--38,20--41,21--30,21--32,21--36,22--29,22--34,23--29,23--34,24--35,24--42,25--36,25--40,26--28,26--38,26--41,27--28,28--33,31--38,32--42,33--43,34--39,36--43,38--43,39--40
0--24,0--35,0--40,0--43,1--16,1--26,1--37,1--38,2--11,2--29,2--37,2--43,3--11,3--23,3--34,3--41,4--6,4--8,4--28,4--30,5--7,5--19,5--31,5--32,6--9,6--17,6--41,7--8,7--25,7--40,8--9,8--25,9--13,9--39,10--13,10--19,10--20,10--28,11--32,11--38,12--13,12--14,12--21,12--42,13--25,14--15,14--34,14--38,15--20,15--21,15--35,16--27,16--30,16--32,17--22,17--26,17--36,18--28,18--31,18--33,18--41,19--22,19--43,20--22,20--30,21--38,21--40,22--26,23--31,23--32,23--37,24--25,24--30,24--43,26--36,27--33,27--37,27--40,28--41,29--33,29--34,29--42,31--33,34--39,35--36,35--39,36--42,39--42
0--4,0--14,0--17,0--21,1--2,1--6,1--7,1--15,2--7,2--12,2--38,3--20,3--28,3--34,3--39,4--32,4--41,4--42,5--12,5--22,5--26,5--34,6--12,6--13,6--27,7--17,7--30,8--11,8--20,8--29,8--31,9--11,9--33,9--42,9--43,10--11,10--15,10--20,10--36,11--13,12--43,13--25,13--40,14--30,14--35,14--36,15--17,15--37,16--23,16--24,16--41,16--42,17--18,18--19,18--27,18--28,19--21,19--22,19--36,20--37,21--24,21--34,22--31,22--36,23--32,23--42,23--43,24--27,24--35,25--34,25--39,25--40,26--28,26--33,26--38,27--29,28--41,29--37,29--38,30--31,30--40,31--32,32--40,33--38,33--39,35--37,35--39,41--43
0--14,0--29,0--40,0--43,1--12,1--20,1--22,1--36,2--19,2--26,2--38,2--39,3--7,3--11,3--32,3--42,4--13,4--15,4--27,4--30,5--14,5--27,5--28,5--40,6--11,6--18,6--23,6--39,7--13,7--18,7--22,8--15,8--24,8--33,8--37,9--22,9--23,9--30,9--34,10--24,10--26,10--27,10--34,11--26,11--42,12--21,12--35,12--42,13--25,13--26,14--20,14--25,15--34,15--36,16--21,16--29,16--33,16--40,17--28,17--29,17--33,17--36,18--30,18--38,19--29,19--32,19--39,20--31,20--41,21--23,21--35,22--37,23--41,24--30,24--35,25--33,25--43,27--39,28--32,28--43,31--37,31--41,31--43,32--35,34--40,36--38,37--42,38--41
0--7,0--16,0--23,0--30,1--4,1--17,1--18,1--39,2--7,2--8,2--13,2--27,3--5,3--13,3--36,3--38,4--12,4--39,4--40,5--11,5--28,5--31,6--9,6--12,6--14,6--19,7--15,7--30,8--26,8--33,8--35,9--23,9--29,9--36,10--18,10--19,10--41,10--42,11--24,11--25,11--33,12--36,12--39,13--16,13--43,14--16,14--22,14--33,15--29,15--37,15--41,16--20,17--26,17--32,17--34,18--23,18--40,19--26,19--27,20--32,20--33,20--39,21--24,21--26,21--27,21--30,22--28,22--34,22--40,23--31,24--34,24--41,25--29,25--31,25--38,27--35,28--41,28--43,29--43,30--36,31--42,32--38,32--42,34--37,35--37,35--38,37--43,40--42
0--14,0--20,0--25,0--34,1--16,1--27,1--35,1--40,2--6,2--24,2--33,2--37,3--14,3--35,3--36,3--43,4--7,4--8,4--15,4--19,5--15,5--21,5--23,5--28,6--24,6--30,6--35,7--10,7--21,7--31,8--11,8--13,8--35,9--10,9--14,9--28,9--33,10--21,10--43,11--26,11--28,11--29,12--23,12--25,12--33,12--38,13--27,13--32,13--37,14--19,15--23,15--30,16--26,16--37,16--39,17--22,17--38,17--41,17--42,18--22,18--25,18--31,18--40,19--29,19--38,20--21,20--32,20--36,22--25,22--28,23--29,24--34,24--39,26--32,26--39,27--31,27--40,29--34,30--37,30--40,31--33,32--42,34--38,36--41,36--43,39--41,41--42,42--43
