0--9,0--15,0--16,0--44,1--2,1--11,1--36,1--37,2--15,2--29,2--34,3--13,3--15,3--41,3--43,4--12,4--19,4--33,4--34,5--6,5--29,5--36,5--38,6--19,6--20,6--43,7--11,7--18,7--21,7--23,8--10,8--19,8--42,8--45,9--13,9--24,9--40,10--12,10--24,10--39,11--29,11--45,12--31,12--43,13--18,13--30,14--16,14--37,14--40,14--41,15--26,16--27,16--34,17--20,17--25,17--38,17--42,18--23,18--28,19--31,20--22,20--39,21--33,21--38,21--44,22--28,22--35,22--43,23--29,23--32,24--25,24--26,25--26,25--30,26--37,27--36,27--37,27--45,28--30,28--44,30--35,31--35,31--38,32--40,32--41,32--42,33--39,33--40,34--35,36--39,41--45,42--44
0--15,0--23,0--24,0--30,1--10,1--27,1--36,1--44,2--14,2--15,2--29,2--44,3--17,3--32,3--39,3--45,4--6,4--30,4--35,4--38,5--10,5--28,5--33,5--39,6--32,6--36,6--42,7--9,7--19,7--27,7--31,8--11,8--17,8--26,8--44,9--13,9--16,9--38,10--19,10--33,11--13,11--34,11--45,12--21,12--29,12--32,12--39,13--26,13--33,14--20,14--25,14--41,15--27,15--42,16--22,16--37,16--39,17--18,17--33,18--19,18--40,18--41,19--40,20--23,20--29,20--45,21--22,21--24,21--37,22--24,22--28,23--26,23--43,24--31,25--27,25--32,25--36,26--44,28--31,28--38,29--34,30--35,30--37,31--42,34--36,34--37,35--40,35--43,38--43,40--43,41--42,41--45
0--8,0--23,0--26,0--32,1--17,1--26,1--29,1--42,2--10,2--15,2--37,2--40,3--11,3--24,3--29,3--34,4--8,4--9,4--15,4--22,5--9,5--17,5--37,5--40,6--22,6--34,6--41,6--44,7--10,7--19,7--21,7--41,8--21,8--43,9--16,9--27,10--17,10--45,11--12,11--32,11--45,12--28,12--36,12--41,13--14,13--20,13--34,13--39,14--20,14--30,14--44,15--23,15--45,16--18,16--25,16--35,17--24,18--19,18--22,18--24,19--28,19--40,20--31,20--38,21--39,21--43,22--25,23--29,23--39,24--30,25--28,25--44,26--35,26--43,27--36,27--37,27--38,28--42,29--31,30--32,30--45,31--34,31--41,32--33,33--36,33--38,33--42,35--36,35--38,37--39,40--44,42--43
0--5,0--20,0--39,0--41,1--11,1--18,1--27,1--33,2--4,2--13,2--14,2--16,3--12,3--14,3--25,3--33,4--17,4--24,4--36,5--28,5--39,5--44,6--14,6--19,6--23,6--33,7--17,7--24,7--27,7--45,8--13,8--18,8--29,8--36,9--21,9--22,9--28,9--43,10--13,10--32,10--35,10--41,11--13,11--38,11--40,12--22,12--31,12--40,14--37,15--26,15--34,15--35,15--44,16--24,16--32,16--37,17--21,17--26,18--29,18--45,19--21,19--30,19--34,20--23,20--36,20--43,21--33,22--31,22--45,23--26,23--28,24--41,25--30,25--37,25--43,26--39,27--31,27--34,28--42,29--42,29--44,30--35,30--38,31--39,32--36,32--44,34--42,35--38,37--41,38--40,40--43,42--45
0--3,0--6,0--11,0--27,1--10,1--22,1--36,1--41,2--10,2--34,2--35,2--42,3--26,3--33,3--43,4--8,4--38,4--39,4--40,5--13,5--14,5--15,5--27,6--12,6--14,6--20,7--17,7--19,7--25,7--32,8--16,8--38,8--45,9--17,9--24,9--30,9--44,10--33,10--40,11--15,11--20,11--32,12--14,12--15,12--18,13--22,13--29,13--34,14--39,15--16,16--32,16--42,17--19,17--34,18--20,18--31,18--33,19--32,19--34,20--28,21--28,21--38,21--41,21--42,22--25,22--29,23--27,23--35,23--36,23--45,24--40,24--41,24--44,25--33,25--43,26--29,26--31,26--45,27--41,28--29,28--31,30--31,30--36,30--40,35--39,35--43,36--37,37--42,37--44,37--45,38--43,39--44
0--26,0--32,0--35,0--38,1--6,1--22,1--26,1--32,2--11,2--29,2--38,2--39,3--5,3--16,3--30,3--34,4--17,4--24,4--26,4--44,5--10,5--14,5--34,6--12,6--18,6--38,7--9,7--25,7--40,7--41,8--22,8--28,8--36,8--41,9--21,9--33,9--37,10--15,10--19,10--26,11--19,11--23,11--30,12--13,12--17,12--33,13--18,13--27,13--34,14--19,14--27,14--29,15--20,15--30,15--45,16--17,16--18,16--44,17--24,18--45,19--37,20--28,20--30,20--43,21--23,21--41,21--44,22--27,22--39,23--24,23--29,24--40,25--31,25--35,25--37,27--42,28--31,28--45,29--40,31--35,31--43,32--38,32--42,33--34,33--45,35--42,36--37,36--40,36--43,39--41,39--42,43--44
0--1,0--16,0--19,0--35,1--14,1--17,1--36,2--18,2--20,2--43,2--44,3--4,3--8,3--21,3--41,4--31,4--37,4--39,5--8,5--27,5--32,5--34,6--24,6--25,6--33,6--44,7--12,7--27,7--28,7--45,8--13,8--16,9--13,9--17,9--28,9--34,10--11,10--29,10--36,10--44,11--25,11--26,11--37,12--17,12--22,12--23,13--34,13--45,14--34,14--35,14--41,15--19,15--21,15--30,15--41,16--17,16--43,18--20,18--31,18--44,19--26,19--31,20--33,20--40,21--31,21--45,22--35,22--40,22--43,23--26,23--36,23--41,24--30,24--38,24--42,25--39,25--42,26--32,27--33,27--40,28--32,28--42,29--32,29--36,29--38,30--37,30--42,33--38,35--38,37--39,39--45,40--43
0--5,0--13,0--40,0--43,1--6,1--12,1--19,1--42,2--10,2--13,2--22,2--37,3--8,3--10,3--11,3--24,4--25,4--26,4--28,4--36,5--6,5--26,5--27,6--12,6--14,7--18,7--29,7--36,7--38,8--30,8--32,8--45,9--10,9--22,9--25,9--33,10--13,11--14,11--18,11--29,12--23,12--39,13--41,14--38,14--40,15--16,15--22,15--35,15--41,16--17,16--19,16--31,17--20,17--42,17--43,18--27,18--39,19--23,19--35,20--27,20--33,20--43,21--25,21--28,21--33,21--41,22--41,23--36,23--37,24--27,24--32,24--44,25--26,26--42,28--34,28--35,29--34,29--44,30--37,30--39,30--42,31--35,31--37,31--44,32--34,32--43,33--45,34--38,36--45,38--45,39--40,40--44
0--5,0--14,0--15,0--31,1--15,1--22,1--26,1--40,2--6,2--9,2--25,2--44,3--10,3--21,3--38,3--39,4--14,4--18,4--20,4--28,5--8,5--37,5--43,6--13,6--17,6--44,7--14,7--19,7--25,7--44,8--15,8--20,8--42,9--20,9--23,9--30,10--13,10--15,10--28,11--12,11--23,11--28,11--36,12--14,12--21,12--32,13--28,13--31,16--20,16--21,16--27,16--31,17--18,17--33,17--39,18--40,18--45,19--35,19--37,19--41,21--33,22--37,22--43,22--45,23--24,23--39,24--30,24--35,24--41,25--29,25--39,26--29,26--33,26--40,27--42,27--44,27--45,29--32,29--42,30--34,30--43,31--34,32--34,32--43,33--36,34--38,35--41,35--42,36--38,36--45,37--41,38--40
0--4,0--28,0--36,0--45,1--7,1--8,1--41,1--43,2--6,2--34,2--35,2--40,3--11,3--15,3--20,3--23,4--22,4--37,4--40,5--18,5--24,5--30,5--33,6--15,6--33,6--43,7--13,7--16,7--28,8--13,8--21,8--22,9--11,9--14,9--26,9--42,10--11,10--13,10--28,10--33,11--44,12--17,12--20,12--27,12--37,13--23,14--20,14--41,14--43,15--20,15--34,16--23,16--37,16--39,17--18,17--25,17--38,18--32,18--42,19--28,19--29,19--32,19--38,21--31,21--42,21--44,22--27,22--45,23--45,24--31,24--36,24--45,25--29,25--35,25--36,26--30,26--41,26--42,27--35,27--40,29--31,29--32,30--38,30--44,31--44,32--36,33--40,34--38,34--39,35--39,37--39,41--43
0--6,0--17,0--18,0--37,1--6,1--15,1--24,1--27,2--3,2--13,2--18,2--41,3--10,3--35,3--45,4--22,4--35,4--39,4--42,5--11,5--14,5--22,5--28,6--32,6--36,7--16,7--29,7--36,7--40,8--9,8--21,8--27,8--44,9--12,9--18,9--34,10--14,10--19,10--37,11--21,11--37,11--41,12--23,12--43,12--45,13--15,13--19,13--38,14--38,14--40,15--33,15--40,16--21,16--24,16--30,17--25,17--33,17--35,18--43,19--20,19--24,20--23,20--25,20--27,21--43,22--28,22--31,23--29,23--44,24--33,25--32,25--39,26--29,26--33,26--39,26--42,27--41,28--38,28--40,29--34,30--34,30--38,30--43,31--32,31--41,31--42,32--39,34--42,35--45,36--44,36--45,37--44
0--14,0--16,0--32,0--44,1--6,1--31,1--34,1--43,2--9,2--11,2--24,2--38,3--4,3--12,3--26,3--36,4--13,4--26,4--27,5--12,5--16,5--24,5--45,6--7,6--16,6--24,7--22,7--27,7--30,8--9,8--17,8--31,8--43,9--39,9--41,10--18,10--33,10--37,10--44,11--14,11--25,11--31,12--15,12--42,13--26,13--32,13--33,14--18,14--41,15--34,15--39,15--44,16--21,17--25,17--30,17--34,18--22,18--41,19--20,19--22,19--30,19--35,20--27,20--36,20--45,21--29,21--36,21--38,22--37,23--27,23--37,23--40,23--42,24--45,25--40,25--41,26--30,28--31,28--35,28--39,28--42,29--37,29--39,29--44,32--35,32--40,33--36,33--42,34--40,35--38,38--43,43--45
0--18,0--24,0--28,0--32,1--10,1--22,1--23,1--42,2--8,2--22,2--34,2--40,3--5,3--15,3--16,3--18,4--13,4--14,4--23,4--36,5--23,5--33,5--45,6--8,6--9,6--29,6--43,7--8,7--27,7--34,7--42,8--35,9--26,9--31,9--36,10--29,10--35,10--37,11--17,11--20,11--21,11--24,12--25,12--30,12--41,12--44,13--22,13--25,13--26,14--21,14--34,14--43,15--33,15--38,15--42,16--18,16--28,16--43,17--22,17--30,17--41,18--37,19--26,19--31,19--37,19--42,20--33,20--39,20--44,21--33,21--35,23--45,24--37,24--45,25--30,25--43,26--36,27--32,27--35,27--41,28--29,28--41,29--39,30--39,31--40,31--44,32--38,32--40,34--38,36--39,38--44,40--45
0--19,0--21,0--31,0--40,1--12,1--13,1--29,1--37,2--5,2--27,2--43,2--44,3--5,3--14,3--18,3--32,4--25,4--30,4--31,4--38,5--13,5--43,6--20,6--24,6--26,6--35,7--23,7--33,7--35,7--38,8--16,8--25,8--27,8--35,9--11,9--14,9--21,9--45,10--20,10--28,10--29,10--41,11--14,11--25,11--34,12--16,12--33,12--38,13--17,13--34,14--20,15--28,15--36,15--39,15--45,16--33,16--44,17--21,17--25,17--39,18--28,18--41,18--45,19--22,19--24,19--41,20--29,21--31,22--26,22--35,22--36,23--26,23--37,23--42,24--30,24--43,26--44,27--39,27--42,28--36,29--43,30--38,30--40,31--32,32--34,32--37,33--39,34--40,36--42,37--45,40--41,42--44
0--1,0--24,0--28,0--42,1--2,1--9,1--29,2--12,2--28,2--32,3--7,3--10,3--39,3--43,4--5,4--8,4--41,4--42,5--14,5--25,5--32,6--15,6--18,6--38,6--45,7--8,7--20,7--37,8--12,8--42,9--18,9--24,9--26,10--17,10--27,10--32,11--21,11--22,11--26,11--39,12--17,12--40,13--19,13--38,13--40,13--41,14--30,14--31,14--36,15--35,15--36,15--42,16--24,16--25,16--26,16--35,17--18,17--29,18--30,19--22,19--33,19--44,20--30,20--41,20--45,21--34,21--35,21--37,22--23,22--31,23--25,23--34,23--40,24--44,25--27,26--29,27--31,27--45,28--34,28--44,29--39,30--38,31--33,32--38,33--41,33--43,34--40,35--39,36--43,36--44,37--43,37--45
0--3,0--11,0--14,0--45,1--17,1--34,1--39,1--43,2--3,2--7,2--25,2--27,3--12,3--41,4--12,4--22,4--23,4--35,5--17,5--20,5--28,5--29,6--14,6--19,6--33,6--41,7--23,7--43,7--45,8--14,8--15,8--21,8--38,9--20,9--26,9--34,9--40,10--11,10--16,10--37,10--45,11--12,11--35,12--14,13--17,13--33,13--35,13--41,15--30,15--42,15--43,16--26,16--29,16--33,17--31,18--22,18--34,18--39,18--44,19--21,19--23,19--42,20--27,20--32,21--23,21--31,22--24,22--44,24--26,24--28,24--38,25--32,25--36,25--45,26--44,27--32,27--40,28--37,28--39,29--40,29--42,30--34,30--38,30--44,31--32,31--33,35--37,36--37,36--40,36--43,38--41,39--42
0--20,0--26,0--28,0--45,1--5,1--10,1--19,1--40,2--9,2--20,2--21,2--43,3--5,3--30,3--31,3--37,4--7,4--31,4--39,4--43,5--26,5--31,6--13,6--18,6--26,6--40,7--12,7--14,7--36,8--17,8--23,8--24,8--29,9--22,9--32,9--42,10--23,10--26,10--38,11--18,11--27,11--32,11--41,12--27,12--29,12--37,13--17,13--19,13--44,14--22,14--25,14--30,15--17,15--33,15--35,15--42,16--25,16--28,16--32,16--35,17--19,18--28,18--41,19--36,20--22,20--24,21--38,21--40,21--44,22--25,23--27,23--36,24--25,24--27,28--37,29--31,29--42,30--35,30--39,32--39,33--34,33--36,33--41,34--39,34--43,34--45,35--44,37--38,38--42,40--45,41--44,43--45
0--12,0--20,0--22,0--37,1--16,1--23,1--24,1--35,2--22,2--30,2--33,2--43,3--5,3--9,3--32,3--34,4--9,4--20,4--21,4--42,5--24,5--26,5--41,6--13,6--21,6--25,6--42,7--8,7--19,7--30,7--33,8--23,8--29,8--37,9--16,9--25,10--19,10--21,10--36,10--38,11--12,11--17,11--41,11--45,12--17,12--29,13--17,13--26,13--40,14--18,14--28,14--35,14--44,15--24,15--27,15--31,15--34,16--28,16--41,17--41,18--31,18--32,18--42,19--20,19--38,20--35,21--30,22--43,22--45,23--28,23--34,24--29,25--36,25--44,26--39,26--43,27--32,27--39,27--42,28--31,29--36,30--43,31--32,33--37,33--39,34--40,35--44,36--45,37--38,38--40,39--44,40--45
0--1,0--5,0--28,0--35,1--5,1--13,1--33,2--7,2--18,2--26,2--44,3--14,3--17,3--38,3--44,4--12,4--28,4--29,4--45,5--7,5--45,6--8,6--25,6--34,6--41,7--24,7--28,8--11,8--24,8--44,9--12,9--30,9--31,9--33,10--14,10--27,10--37,10--45,11--16,11--30,11--36,12--20,12--25,13--35,13--39,13--40,14--18,14--22,15--27,15--36,15--41,15--45,16--29,16--39,16--43,17--23,17--33,17--38,18--31,18--38,19--22,19--24,19--32,19--40,20--27,20--33,20--40,21--22,21--26,21--27,21--30,22--37,23--36,23--42,23--43,24--26,25--31,25--32,26--31,28--39,29--32,29--44,30--42,32--35,34--35,34--37,34--40,36--43,37--38,39--42,41--42,41--43
0--10,0--18,0--25,0--38,1--22,1--24,1--25,1--45,2--7,2--11,2--13,2--45,3--5,3--12,3--23,3--28,4--30,4--31,4--33,4--42,5--16,5--21,5--39,6--15,6--31,6--33,6--42,7--37,7--38,7--42,8--9,8--29,8--32,8--34,9--12,9--41,9--44,10--34,10--36,10--37,11--17,11--37,11--42,12--13,12--28,13--18,13--25,14--19,14--26,14--32,14--45,15--19,15--27,15--29,16--18,16--19,16--41,17--32,17--38,17--44,18--27,19--31,20--23,20--27,20--35,20--43,21--22,21--34,21--40,22--30,22--41,23--24,23--36,24--27,24--37,25--30,26--40,26--44,26--45,28--39,28--43,29--35,29--44,30--35,31--43,32--36,33--36,33--40,34--38,35--39,39--41,40--43
0--11,0--16,0--21,0--37,1--3,1--10,1--14,1--43,2--4,2--16,2--31,2--42,3--16,3--19,3--31,4--7,4--9,4--34,5--6,5--25,5--41,5--45,6--16,6--27,6--40,7--20,7--24,7--44,8--11,8--20,8--22,8--23,9--12,9--37,9--42,10--20,10--27,10--39,11--19,11--31,12--33,12--34,12--35,13--15,13--22,13--37,13--43,14--17,14--18,14--26,15--26,15--27,15--28,17--18,17--20,17--39,18--34,18--44,19--35,19--36,21--25,21--29,21--44,22--30,22--41,23--29,23--30,23--39,24--33,24--38,24--41,25--39,25--43,26--32,26--38,27--28,28--32,28--42,29--35,29--36,30--40,30--44,31--43,32--40,32--41,33--38,33--42,34--45,35--38,36--37,36--45,40--45
0--28,0--36,0--43,0--44,1--18,1--32,1--38,1--42,2--4,2--14,2--23,2--39,3--18,3--34,3--43,3--45,4--10,4--20,4--39,5--14,5--23,5--32,5--40,6--30,6--37,6--41,6--42,7--17,7--19,7--28,7--31,8--12,8--20,8--40,8--45,9--17,9--32,9--33,9--44,10--25,10--28,10--29,11--15,11--27,11--28,11--37,12--22,12--27,12--36,13--18,13--21,13--36,13--43,14--17,14--45,15--25,15--27,15--29,16--29,16--38,16--39,16--41,17--41,18--40,19--20,19--22,19--24,20--33,21--22,21--35,21--42,22--44,23--24,23--41,24--30,24--33,25--30,25--31,26--30,26--37,26--39,26--40,27--37,29--34,31--42,31--43,32--35,33--38,34--35,34--38,35--45,36--44
0--6,0--12,0--24,0--35,1--8,1--13,1--34,1--40,2--14,2--16,2--22,2--39,3--7,3--26,3--32,3--43,4--5,4--26,4--41,4--43,5--17,5--20,5--33,6--15,6--27,6--41,7--19,7--26,7--29,8--11,8--19,8--45,9--13,9--16,9--17,9--36,10--18,10--22,10--25,10--27,11--24,11--25,11--34,12--19,12--31,12--37,13--29,13--38,14--19,14--42,14--44,15--33,15--34,15--38,16--22,16--30,17--20,17--21,18--29,18--31,18--39,20--23,20--25,21--28,21--39,21--43,22--32,23--27,23--36,23--44,24--42,24--45,25--26,27--36,28--29,28--42,28--43,30--31,30--35,30--39,31--41,32--37,32--45,33--40,33--44,34--40,35--40,35--41,36--37,37--44,38--42,38--45
0--13,0--24,0--32,0--33,1--14,1--25,1--38,1--41,2--16,2--25,2--39,2--41,3--10,3--13,3--15,3--36,4--12,4--14,4--23,4--42,5--7,5--21,5--23,5--43,6--17,6--33,6--36,6--45,7--10,7--13,7--22,8--13,8--19,8--22,8--24,9--15,9--17,9--18,9--44,10--25,10--26,11--14,11--20,11--28,11--40,12--18,12--20,12--44,14--45,15--27,15--37,16--24,16--34,16--39,17--31,17--35,18--38,18--43,19--20,19--32,19--43,20--26,21--27,21--28,21--45,22--29,22--34,23--27,23--31,24--40,25--29,26--36,26--42,27--34,28--31,28--41,29--33,29--35,30--32,30--38,30--39,30--45,31--42,32--36,33--37,34--44,35--37,35--39,37--40,38--43,40--42,41--44
