0--25,0--33,0--52,1--15,1--28,1--49,2--16,2--30,2--50,3--22,3--30,3--36,4--6,4--13,4--32,5--18,5--48,5--51,6--37,6--46,7--24,7--35,7--55,8--11,8--14,8--20,9--20,9--26,9--44,10--22,10--29,10--45,11--40,11--51,12--34,12--45,12--55,13--14,13--18,14--16,15--34,15--46,16--21,17--29,17--31,17--56,18--39,19--31,19--36,19--38,20--37,21--37,21--39,22--24,23--40,23--43,23--48,24--47,25--27,25--52,26--28,26--57,27--43,27--49,28--41,29--42,30--57,31--32,32--54,33--47,33--48,34--50,35--49,35--57,36--55,38--40,38--45,39--53,41--42,41--53,42--44,43--54,44--50,46--52,47--56,51--53,54--56
0--16,0--47,0--55,1--3,1--10,1--37,2--24,2--30,2--55,3--8,3--34,4--14,4--28,4--57,5--24,5--29,5--37,6--8,6--24,6--48,7--40,7--49,7--56,8--45,9--13,9--46,9--49,10--31,10--42,11--12,11--19,11--26,12--32,12--33,13--21,13--44,14--27,14--32,15--22,15--39,15--47,16--20,16--50,17--23,17--42,17--54,18--41,18--44,18--45,19--25,19--54,20--30,20--31,21--30,21--39,22--35,22--56,23--34,23--41,25--34,25--36,26--28,26--51,27--53,27--56,28--32,29--51,29--57,31--38,33--38,33--47,35--49,35--53,36--38,36--45,37--42,39--46,40--48,40--55,41--52,43--44,43--48,43--50,46--52,50--52,51--54,53--57
0--27,0--33,0--50,1--2,1--31,1--39,2--53,2--57,3--4,3--9,3--41,4--30,4--34,5--15,5--38,5--51,6--19,6--24,6--45,7--13,7--40,7--56,8--21,8--31,8--40,9--35,9--48,10--11,10--14,10--46,11--12,11--13,12--19,12--43,13--28,14--26,14--35,15--33,15--36,16--34,16--49,16--56,17--19,17--30,17--35,18--22,18--36,18--52,20--26,20--38,20--50,21--39,21--52,22--25,22--42,23--24,23--44,23--48,24--37,25--28,25--30,26--53,27--51,27--55,28--55,29--39,29--43,29--44,31--40,32--42,32--46,32--57,33--50,34--49,36--43,37--51,37--54,38--47,41--45,41--46,42--47,44--49,45--57,47--54,48--54,52--56,53--55
0--10,0--13,0--24,1--20,1--36,1--50,2--14,2--32,2--49,3--43,3--48,3--55,4--21,4--25,4--39,5--17,5--25,5--49,6--15,6--35,6--40,7--21,7--33,7--38,8--12,8--21,8--45,9--25,9--42,9--52,10--16,10--19,11--40,11--51,11--54,12--13,12--46,13--48,14--24,14--47,15--45,15--52,16--36,16--52,17--22,17--50,18--32,18--33,18--47,19--54,19--57,20--26,20--35,22--31,22--49,23--33,23--44,23--51,24--37,26--41,26--53,27--42,27--45,27--54,28--30,28--34,28--56,29--31,29--35,29--37,30--31,30--55,32--41,34--36,34--37,38--39,38--48,39--51,40--56,41--46,42--53,43--47,43--50,44--46,44--57,53--56,55--57
0--1,0--38,0--45,1--43,1--55,2--4,2--10,2--49,3--9,3--10,3--46,4--34,4--39,5--16,5--31,5--57,6--12,6--34,6--54,7--20,7--24,7--33,8--13,8--21,8--26,9--14,9--20,10--43,11--24,11--27,11--51,12--23,12--38,13--41,13--44,14--29,14--35,15--17,15--21,15--42,16--26,16--29,17--18,17--42,18--37,18--56,19--21,19--44,19--52,20--33,22--28,22--32,22--35,23--36,23--49,24--57,25--27,25--32,25--46,26--43,27--41,28--30,28--46,29--55,30--36,30--55,31--47,31--54,32--33,34--52,35--40,36--53,37--53,37--54,38--48,39--45,39--56,40--47,40--53,41--45,42--48,44--52,47--50,48--50,49--56,50--51,51--57
0--2,0--6,0--54,1--8,1--21,1--26,2--41,2--51,3--18,3--21,3--44,4--23,4--39,4--49,5--41,5--42,5--45,6--9,6--32,7--9,7--22,7--36,8--19,8--22,9--27,10--32,10--34,10--48,11--40,11--42,11--56,12--25,12--28,12--43,13--21,13--29,13--52,14--45,14--53,14--57,15--16,15--17,15--26,16--33,16--35,17--25,17--34,18--20,18--35,19--39,19--50,20--39,20--57,22--40,23--33,23--49,24--27,24--31,24--56,25--28,26--57,27--51,28--48,29--38,29--53,30--34,30--37,30--55,31--52,31--54,32--38,33--47,35--45,36--44,36--54,37--40,37--41,38--56,42--53,43--50,43--52,44--46,46--47,46--51,47--50,48--55,49--55
0--17,0--40,0--45,1--16,1--22,1--25,2--7,2--13,2--33,3--19,3--30,3--57,4--13,4--23,4--52,5--14,5--26,5--42,6--9,6--24,6--25,7--15,7--27,8--30,8--39,8--47,9--35,9--43,10--15,10--16,10--29,11--32,11--36,11--37,12--16,12--17,12--20,13--19,14--26,14--36,15--48,17--30,18--34,18--53,18--55,19--31,20--21,20--27,21--23,21--49,22--49,22--55,23--46,24--26,24--43,25--28,27--41,28--34,28--47,29--40,29--52,31--44,31--49,32--35,32--39,33--44,33--55,34--48,35--52,36--47,37--53,37--54,38--46,38--50,38--51,39--57,40--56,41--53,41--54,42--45,42--57,43--46,44--51,45--56,48--56,50--51,50--54
0--22,0--28,0--33,1--12,1--37,1--47,2--6,2--35,2--39,3--40,3--41,3--43,4--30,4--31,4--52,5--8,5--23,5--25,6--13,6--41,7--8,7--18,7--21,8--37,9--17,9--20,9--23,10--26,10--51,10--55,11--17,11--49,11--52,12--13,12--24,13--14,14--20,14--30,15--32,15--51,15--57,16--25,16--38,16--57,17--36,18--29,18--43,19--20,19--51,19--55,21--31,21--32,22--26,22--47,23--44,24--43,24--56,25--56,26--31,27--41,27--42,27--52,28--35,28--46,29--48,29--49,30--32,33--38,33--42,34--36,34--38,34--45,35--53,36--53,37--50,39--40,39--44,40--53,42--55,44--49,45--48,45--54,46--50,46--54,47--50,48--57,54--56
0--17,0--31,0--56,1--8,1--16,1--49,2--13,2--25,2--43,3--14,3--25,3--41,4--14,4--21,4--47,5--22,5--23,5--24,6--49,6--54,6--56,7--29,7--50,7--52,8--32,8--33,9--25,9--40,9--45,10--37,10--46,10--47,11--13,11--31,11--42,12--15,12--30,12--32,13--33,14--36,15--44,15--50,16--21,16--42,17--27,17--45,18--20,18--39,18--51,19--28,19--47,19--52,20--29,20--39,21--43,22--38,22--54,23--51,23--56,24--42,24--53,26--28,26--29,26--46,27--45,27--53,28--53,30--33,30--46,31--55,32--48,34--38,34--48,34--51,35--41,35--43,35--49,36--38,36--44,37--55,37--57,39--50,40--52,40--55,41--48,44--57,54--57
0--2,0--14,0--43,1--14,1--22,1--42,2--21,2--32,3--20,3--33,3--45,4--10,4--51,4--54,5--13,5--28,5--37,6--22,6--29,6--39,7--11,7--15,7--23,8--12,8--14,8--55,9--19,9--27,9--35,10--30,10--34,11--15,11--57,12--24,12--49,13--21,13--29,15--18,16--33,16--44,16--48,17--18,17--23,17--31,18--41,19--44,19--51,20--31,20--40,21--36,22--49,23--25,24--28,24--50,25--35,25--45,26--27,26--42,26--50,27--56,28--53,29--45,30--31,30--38,32--35,32--37,33--44,34--36,34--57,36--37,38--52,38--54,39--49,39--51,40--41,40--55,41--46,42--52,43--46,43--53,46--47,47--48,47--56,48--57,50--56,52--54,53--55
0--12,0--37,0--44,1--3,1--28,1--42,2--8,2--22,2--33,3--36,3--47,4--35,4--37,4--50,5--32,5--51,5--55,6--19,6--44,6--55,7--26,7--35,7--53,8--34,8--41,9--24,9--38,9--53,10--18,10--39,10--43,11--21,11--26,11--39,12--23,12--38,13--15,13--25,13--36,14--32,14--39,14--51,15--22,15--48,16--31,16--35,16--40,17--33,17--54,17--56,18--30,18--46,19--27,19--41,20--25,20--28,20--48,21--28,21--34,22--46,23--29,23--30,24--42,24--54,25--38,26--54,27--31,27--49,29--52,29--55,30--40,31--50,32--51,33--45,34--37,36--57,40--57,41--43,42--45,43--53,44--50,45--52,46--56,47--49,47--52,48--57,49--56
0--7,0--35,0--37,1--6,1--45,1--54,2--3,2--11,2--54,3--5,3--55,4--17,4--21,4--44,5--9,5--23,6--8,6--49,7--12,7--50,8--32,8--34,9--19,9--47,10--11,10--46,10--48,11--24,12--16,12--27,13--14,13--15,13--53,14--22,14--41,15--39,15--48,16--47,16--56,17--29,17--43,18--21,18--22,18--39,19--33,19--50,20--25,20--43,20--48,21--42,22--56,23--31,23--40,24--38,24--45,25--28,25--33,26--31,26--36,26--52,27--46,27--53,28--35,28--51,29--32,29--49,30--41,30--44,30--57,31--33,32--38,34--36,34--47,35--41,36--52,37--46,37--51,38--42,39--49,40--54,40--55,42--51,43--52,44--50,45--57,53--56,55--57
0--2,0--15,0--30,1--10,1--20,1--21,2--4,2--9,3--7,3--38,3--41,4--22,4--26,5--41,5--42,5--47,6--28,6--34,6--49,7--13,7--49,8--28,8--33,8--50,9--17,9--42,10--50,10--56,11--31,11--39,11--44,12--22,12--25,12--51,13--16,13--38,14--33,14--37,14--56,15--24,15--25,16--19,16--39,17--30,17--35,18--32,18--33,18--45,19--51,19--54,20--32,20--48,21--23,21--28,22--55,23--49,23--53,24--27,24--36,25--43,26--43,26--47,27--30,27--48,29--36,29--40,29--52,31--40,31--43,32--37,34--54,34--55,35--46,35--50,36--45,37--47,38--53,39--54,40--55,41--42,44--45,44--53,46--56,46--57,48--52,51--57,52--57
0--31,0--35,0--44,1--4,1--20,1--51,2--17,2--27,2--39,3--41,3--47,3--49,4--16,4--25,5--17,5--20,5--24,6--11,6--12,6--43,7--38,7--42,7--47,8--11,8--19,8--22,9--37,9--42,9--50,10--35,10--43,10--50,11--57,12--33,12--38,13--26,13--31,13--54,14--18,14--40,14--51,15--45,15--46,15--55,16--24,16--38,17--29,18--30,18--48,19--20,19--36,21--53,21--56,21--57,22--37,22--54,23--28,23--34,23--55,24--33,25--47,25--54,26--41,26--45,27--34,27--42,28--43,28--46,29--39,29--44,30--31,30--52,32--34,32--37,32--39,33--46,35--51,36--45,36--55,40--41,40--49,44--53,48--52,48--53,49--52,50--56,56--57
0--17,0--23,0--29,1--4,1--20,1--32,2--36,2--45,2--56,3--5,3--41,3--57,4--26,4--29,5--17,5--39,6--8,6--25,6--28,7--11,7--41,7--55,8--28,8--50,9--14,9--18,9--25,10--12,10--47,10--50,11--26,11--27,12--46,12--55,13--25,13--31,13--43,14--33,14--49,15--20,15--37,15--39,16--18,16--44,16--56,17--38,18--29,19--34,19--48,19--53,20--33,21--22,21--27,21--48,22--40,22--56,23--47,23--57,24--36,24--37,24--49,26--35,27--53,28--57,30--41,30--44,30--54,31--47,31--54,32--35,32--42,33--44,34--42,34--51,35--46,36--52,37--51,38--40,38--45,39--50,40--53,42--46,43--52,43--55,45--51,48--54,49--52
0--3,0--9,0--39,1--36,1--37,1--40,2--8,2--30,2--38,3--5,3--47,4--15,4--18,4--25,5--46,5--57,6--8,6--52,6--55,7--42,7--46,7--53,8--52,9--16,9--29,10--34,10--45,10--55,11--18,11--43,11--50,12--17,12--32,12--44,13--37,13--42,13--43,14--16,14--20,14--21,15--24,15--25,16--49,17--22,17--34,18--27,19--38,19--45,19--51,20--24,20--54,21--46,21--53,22--23,22--49,23--27,23--48,24--31,25--37,26--28,26--30,26--40,27--56,28--30,28--38,29--43,29--48,31--35,31--40,32--39,32--42,33--47,33--51,33--52,34--47,35--56,35--57,36--51,36--54,39--45,41--44,41--48,41--50,44--54,49--50,53--55,56--57
0--2,0--31,0--48,1--13,1--55,1--57,2--27,2--55,3--7,3--12,3--48,4--5,4--34,4--36,5--31,5--49,6--9,6--23,6--31,7--28,7--44,8--16,8--23,8--43,9--37,9--48,10--21,10--32,10--36,11--15,11--25,11--54,12--43,12--53,13--18,13--39,14--20,14--39,14--49,15--18,15--38,16--17,16--46,17--19,17--25,18--25,19--30,19--52,20--30,20--49,21--33,21--46,22--28,22--30,22--32,23--29,24--26,24--40,24--41,26--47,26--51,27--36,27--42,28--37,29--34,29--57,32--54,33--35,33--37,34--38,35--38,35--41,39--53,40--44,40--56,41--55,42--45,42--51,43--56,44--53,45--47,45--50,46--56,47--57,50--52,50--54,51--52
0--19,0--38,0--45,1--12,1--24,1--50,2--6,2--26,2--37,3--27,3--35,3--53,4--25,4--36,4--39,5--10,5--11,5--22,6--22,6--50,7--11,7--15,7--48,8--20,8--56,8--57,9--15,9--30,9--36,10--33,10--54,11--49,12--25,12--42,13--14,13--39,13--45,14--21,14--26,15--51,16--29,16--47,16--51,17--37,17--41,17--43,18--19,18--36,18--52,19--23,20--28,20--53,21--23,21--43,22--42,23--46,24--34,24--53,25--41,26--40,27--44,27--56,28--29,28--52,29--32,30--43,30--55,31--40,31--47,31--55,32--45,32--57,33--37,33--54,34--38,34--55,35--42,35--52,38--50,39--41,40--51,44--46,44--49,46--47,48--49,48--56,54--57
0--32,0--35,0--49,1--16,1--36,1--41,2--13,2--34,2--50,3--10,3--11,3--54,4--14,4--20,4--21,5--22,5--49,5--50,6--19,6--23,6--39,7--13,7--22,7--40,8--28,8--31,8--37,9--39,9--49,9--51,10--26,10--42,11--43,11--55,12--44,12--50,12--55,13--32,14--20,14--27,15--40,15--43,15--53,16--30,16--42,17--21,17--36,17--48,18--53,18--54,18--56,19--25,19--52,20--38,21--52,22--44,23--41,23--47,24--32,24--43,24--45,25--45,25--51,26--33,26--46,27--30,27--54,28--34,28--57,29--31,29--38,29--46,30--34,31--56,33--45,33--53,35--44,35--57,36--38,37--51,37--56,39--46,40--52,41--47,42--55,47--48,48--57
0--37,0--44,0--48,1--6,1--29,1--42,2--15,2--47,2--53,3--18,3--33,3--36,4--39,4--45,4--52,5--35,5--36,5--54,6--21,6--57,7--8,7--15,7--35,8--12,8--43,9--44,9--45,9--49,10--15,10--32,10--49,11--24,11--40,11--43,12--14,12--33,13--17,13--22,13--24,14--31,14--50,16--27,16--30,16--53,17--28,17--43,18--34,18--57,19--20,19--32,19--42,20--21,20--31,21--54,22--38,22--57,23--25,23--40,23--41,24--26,25--34,25--48,26--27,26--49,27--55,28--47,28--56,29--39,29--50,30--51,30--54,31--40,32--36,33--52,34--56,35--38,37--46,37--52,38--42,39--45,41--46,41--47,44--46,48--50,51--55,51--56,53--55
