0--17,0--21,0--40,1--12,1--21,1--40,2--14,2--16,2--39,3--13,3--34,3--45,4--33,4--36,4--46,5--30,5--32,5--47,6--20,6--39,6--41,7--13,7--28,7--35,8--10,8--34,8--42,9--11,9--25,9--31,10--31,10--41,11--16,11--48,12--19,12--24,13--50,14--38,14--43,15--24,15--27,15--40,16--44,17--32,17--35,18--20,18--21,18--29,19--26,19--32,20--36,22--29,22--37,22--51,23--37,23--43,23--44,24--34,25--38,25--47,26--43,26--48,27--28,27--42,28--36,29--49,30--35,30--50,31--51,33--37,33--39,38--48,41--44,42--49,45--46,45--50,46--49,47--51
0--5,0--20,0--49,1--13,1--41,1--51,2--8,2--36,2--37,3--8,3--22,3--42,4--41,4--43,4--48,5--10,5--14,6--15,6--30,6--51,7--11,7--29,7--36,8--19,9--13,9--22,9--42,10--25,10--26,11--38,11--48,12--23,12--35,12--42,13--14,14--24,15--16,15--33,16--19,16--45,17--23,17--38,17--47,18--23,18--45,18--51,19--44,20--33,20--44,21--24,21--40,21--47,22--24,25--27,25--32,26--38,26--49,27--34,27--40,28--33,28--39,28--40,29--36,29--45,30--35,30--37,31--37,31--39,31--49,32--43,32--46,34--35,34--50,39--47,41--46,43--48,44--50,46--50
0--4,0--6,0--17,1--5,1--21,1--34,2--6,2--45,2--48,3--13,3--43,3--50,4--46,4--47,5--40,5--46,6--11,7--34,7--35,7--43,8--15,8--17,8--38,9--22,9--23,9--27,10--26,10--33,10--49,11--25,11--29,12--20,12--34,12--36,13--25,13--31,14--33,14--37,14--50,15--28,15--39,16--23,16--24,16--27,17--24,18--28,18--44,18--46,19--27,19--29,19--30,20--22,20--36,21--36,21--49,22--30,23--42,24--35,25--40,26--45,26--48,28--48,29--33,30--37,31--39,31--45,32--42,32--44,32--47,35--39,37--51,38--40,38--50,41--43,41--44,41--51,42--47,49--51
0--20,0--31,0--45,1--26,1--43,1--51,2--3,2--28,2--39,3--46,3--49,4--5,4--8,4--29,5--10,5--43,6--12,6--31,6--35,7--9,7--32,7--48,8--12,8--31,9--26,9--42,10--25,10--33,11--30,11--41,11--51,12--18,13--24,13--36,13--42,14--29,14--40,14--46,15--28,15--40,15--41,16--17,16--30,16--46,17--19,17--39,18--21,18--26,19--22,19--51,20--25,20--44,21--23,21--47,22--28,22--43,23--24,23--37,24--36,25--48,27--38,27--47,27--49,29--39,30--33,32--36,32--38,33--50,34--40,34--41,34--44,35--37,35--50,37--42,38--45,44--47,45--49,48--50
0--11,0--18,0--26,1--45,1--50,1--51,2--20,2--28,2--42,3--23,3--27,3--49,4--21,4--25,4--44,5--22,5--33,5--34,6--11,6--37,6--45,7--10,7--28,7--42,8--13,8--14,8--37,9--15,9--26,9--36,10--12,10--29,11--40,12--31,12--48,13--32,13--47,14--20,14--29,15--38,15--41,16--19,16--27,16--43,17--19,17--34,17--47,18--19,18--37,20--40,21--32,21--51,22--43,22--50,23--35,23--49,24--30,24--39,24--43,25--31,25--48,26--50,27--40,28--29,30--38,30--49,31--35,32--46,33--41,33--51,34--44,35--39,36--42,36--45,38--46,39--48,41--47,44--46
0--8,0--15,0--39,1--24,1--29,1--42,2--8,2--14,2--24,3--5,3--46,3--47,4--18,4--43,4--50,5--22,5--30,6--11,6--22,6--48,7--26,7--31,7--35,8--15,9--11,9--38,9--50,10--18,10--23,10--32,11--36,12--16,12--19,12--45,13--27,13--37,13--40,14--33,14--41,15--20,16--17,16--22,17--40,17--46,18--32,19--38,19--51,20--29,20--49,21--33,21--35,21--48,23--28,23--36,24--38,25--36,25--40,25--45,26--44,26--49,27--37,27--51,28--32,28--41,29--51,30--34,30--42,31--45,31--47,33--34,34--41,35--44,37--49,39--47,39--48,42--43,43--50,44--46
0--4,0--12,0--37,1--38,1--42,1--48,2--4,2--32,2--35,3--8,3--29,3--33,4--25,5--7,5--27,5--49,6--21,6--41,6--49,7--18,7--43,8--10,8--27,9--26,9--45,9--47,10--23,10--40,11--28,11--35,11--45,12--15,12--31,13--17,13--20,13--36,14--19,14--26,14--36,15--41,15--46,16--21,16--22,16--30,17--29,17--48,18--34,18--39,19--22,19--51,20--24,20--38,21--31,22--44,23--29,23--46,24--28,24--43,25--27,25--47,26--28,30--39,30--46,31--37,32--42,32--44,33--34,33--49,34--39,35--44,36--45,37--43,38--40,40--42,41--50,47--51,48--50,50--51
0--12,0--22,0--48,1--2,1--30,1--43,2--41,2--49,3--8,3--20,3--26,4--7,4--19,4--39,5--23,5--32,5--38,6--22,6--33,6--38,7--15,7--33,8--17,8--36,9--27,9--35,9--37,10--25,10--38,10--51,11--31,11--49,11--50,12--29,12--45,13--42,13--44,13--50,14--16,14--18,14--31,15--21,15--29,16--42,16--45,17--18,17--24,18--34,19--44,19--48,20--35,20--49,21--24,21--33,22--30,23--43,23--51,24--28,25--40,25--46,26--28,26--34,27--43,27--46,28--50,29--32,30--39,31--41,32--40,34--48,35--47,36--39,36--44,37--40,37--41,42--47,45--47,46--51
0--5,0--40,0--50,1--13,1--15,1--48,2--15,2--38,2--43,3--22,3--23,3--35,4--9,4--21,4--28,5--26,5--46,6--7,6--30,6--49,7--34,7--46,8--33,8--44,8--48,9--13,9--16,10--21,10--26,10--33,11--15,11--17,11--22,12--35,12--42,12--50,13--24,14--24,14--32,14--47,16--17,16--25,17--47,18--19,18--26,18--27,19--36,19--37,20--27,20--33,20--41,21--29,22--31,23--44,23--49,24--45,25--37,25--49,27--28,28--38,29--34,29--42,30--32,30--41,31--43,31--46,32--48,34--45,35--40,36--41,36--42,37--51,38--45,39--40,39--43,39--51,44--50,47--51
0--5,0--7,0--34,1--4,1--15,1--21,2--6,2--34,2--51,3--10,3--38,3--49,4--20,4--42,5--33,5--50,6--36,6--43,7--24,7--45,8--9,8--13,8--28,9--15,9--20,10--36,10--51,11--28,11--33,11--49,12--23,12--39,12--44,13--36,13--45,14--16,14--27,14--31,15--21,16--22,16--31,17--19,17--27,17--39,18--22,18--25,18--50,19--46,19--51,20--25,21--45,22--32,23--24,23--42,24--43,25--41,26--35,26--37,26--40,27--30,28--47,29--33,29--37,29--48,30--35,30--40,31--42,32--38,32--40,34--46,35--47,37--46,38--44,39--41,41--49,43--48,44--47,48--50
0--23,0--28,0--36,1--15,1--20,1--37,2--29,2--35,2--44,3--8,3--23,3--24,4--5,4--21,4--50,5--10,5--32,6--27,6--34,6--39,7--18,7--19,7--21,8--14,8--42,9--15,9--20,9--30,10--11,10--25,11--27,11--48,12--17,12--36,12--43,13--14,13--46,13--51,14--43,15--38,16--21,16--23,16--39,17--25,17--31,18--40,18--48,19--22,19--38,20--28,22--26,22--31,24--30,24--47,25--41,26--33,26--46,27--45,28--40,29--31,29--47,30--35,32--33,32--45,33--49,34--37,34--44,35--41,36--50,37--45,38--39,40--51,41--44,42--46,42--48,43--49,47--49,50--51
0--17,0--25,0--26,1--26,1--29,1--32,2--18,2--32,2--38,3--12,3--32,3--36,4--13,4--21,4--47,5--12,5--23,5--44,6--20,6--40,6--45,7--9,7--37,7--50,8--24,8--43,8--44,9--22,9--27,10--13,10--24,10--31,11--14,11--28,11--37,12--48,13--44,14--16,14--34,15--38,15--42,15--51,16--21,16--35,17--23,17--35,18--19,18--36,19--46,19--47,20--42,20--49,21--36,22--25,22--30,23--39,24--25,26--50,27--30,27--43,28--33,28--34,29--41,29--48,30--51,31--35,31--45,33--39,33--47,34--49,37--41,38--48,39--41,40--45,40--46,42--50,43--46,49--51
