0--10,0--14,0--29,0--31,1--5,1--20,1--46,1--53,2--5,2--13,2--15,2--38,3--12,3--27,3--29,3--55,4--5,4--15,4--21,4--45,5--50,6--14,6--35,6--39,6--47,7--9,7--27,7--31,7--46,8--13,8--20,8--23,8--53,9--12,9--20,9--23,10--11,10--15,10--17,11--17,11--46,11--55,12--38,12--40,13--36,13--44,14--43,14--47,15--19,16--22,16--41,16--51,16--55,17--29,17--39,18--33,18--42,18--51,18--54,19--32,19--36,19--51,20--33,21--25,21--26,21--55,22--28,22--39,22--52,23--43,23--45,24--25,24--40,24--44,24--53,25--35,25--37,26--35,26--44,26--50,27--28,27--32,28--34,28--41,29--40,30--34,30--38,30--52,30--54,31--41,31--42,32--35,32--42,33--48,33--54,34--37,34--49,36--42,36--45,37--40,37--52,38--41,39--47,43--48,43--50,44--49,45--49,46--53,47--48,48--50,49--51,52--54
0--28,0--34,0--38,0--42,1--10,1--19,1--27,1--41,2--6,2--14,2--28,2--43,3--23,3--26,3--32,3--47,4--18,4--27,4--43,4--54,5--11,5--14,5--15,5--21,6--18,6--19,6--35,7--22,7--25,7--45,7--48,8--9,8--25,8--38,8--48,9--13,9--15,9--17,10--14,10--32,10--39,11--30,11--42,11--49,12--20,12--29,12--52,12--55,13--15,13--28,13--46,14--41,15--37,16--22,16--24,16--46,16--53,17--44,17--45,17--51,18--34,18--55,19--29,19--48,20--23,20--35,20--48,21--24,21--40,21--53,22--42,22--52,23--36,23--41,24--46,24--52,25--28,25--40,26--31,26--34,26--40,27--37,27--44,29--45,29--51,30--34,30--39,30--54,31--35,31--49,31--50,32--43,32--44,33--37,33--47,33--50,33--51,35--55,36--47,36--50,36--53,37--39,38--39,38--43,40--55,41--52,42--47,44--53,45--49,46--54,49--50,51--54
0--10,0--22,0--42,0--55,1--18,1--24,1--52,1--54,2--9,2--15,2--22,2--30,3--19,3--38,3--44,3--50,4--24,4--25,4--32,4--47,5--8,5--33,5--34,5--35,6--12,6--14,6--20,6--43,7--14,7--19,7--20,7--54,8--10,8--20,8--31,9--11,9--27,9--38,10--43,10--47,11--15,11--41,11--52,12--28,12--31,12--46,13--16,13--22,13--34,13--37,14--37,14--51,15--32,15--43,16--21,16--26,16--51,17--27,17--30,17--42,17--49,18--34,18--44,18--52,19--39,19--53,20--42,21--30,21--31,21--54,22--45,23--25,23--30,23--42,23--47,24--45,24--49,25--29,25--36,26--35,26--46,26--50,27--29,27--38,28--32,28--33,28--45,29--38,29--50,31--36,32--48,33--34,33--44,35--46,35--53,36--48,36--51,37--48,37--55,39--40,39--41,39--48,40--41,40--49,40--55,41--45,43--55,44--50,46--54,47--51,49--53,52--53
0--5,0--31,0--32,0--46,1--28,1--29,1--45,1--54,2--20,2--34,2--39,2--49,3--12,3--42,3--47,3--53,4--22,4--25,4--44,4--52,5--33,5--38,5--46,6--7,6--11,6--21,6--36,7--10,7--14,7--16,8--16,8--36,8--41,8--50,9--13,9--28,9--31,9--51,10--20,10--22,10--29,11--37,11--49,11--51,12--17,12--21,12--30,13--21,13--51,13--52,14--17,14--30,14--40,15--28,15--37,15--42,15--55,16--22,16--34,17--18,17--26,18--35,18--41,18--49,19--22,19--35,19--37,19--44,20--26,20--38,21--31,23--27,23--36,23--44,23--55,24--25,24--32,24--50,24--54,25--35,25--50,26--39,26--47,27--37,27--54,27--55,28--40,29--48,29--51,30--43,30--53,31--48,32--43,32--44,33--45,33--48,33--53,34--38,34--52,35--52,36--46,38--48,39--40,39--49,40--53,41--45,41--47,42--43,42--45,43--50,46--47,54--55
0--7,0--8,0--28,0--33,1--7,1--20,1--24,1--47,2--13,2--37,2--40,2--49,3--9,3--14,3--31,3--39,4--25,4--32,4--34,4--41,5--24,5--26,5--48,5--54,6--10,6--34,6--52,6--55,7--12,7--36,8--17,8--27,8--55,9--23,9--25,9--49,10--31,10--38,10--52,11--16,11--40,11--46,11--51,12--26,12--28,12--36,13--34,13--48,13--50,14--26,14--38,14--41,15--22,15--36,15--49,15--53,16--21,16--33,16--41,17--29,17--37,17--51,18--22,18--43,18--45,18--48,19--26,19--31,19--35,19--50,20--23,20--42,20--45,21--27,21--35,21--50,22--31,22--37,23--36,23--54,24--33,24--40,25--44,25--51,27--45,27--51,28--32,28--44,29--34,29--47,29--53,30--37,30--42,30--52,30--55,32--35,32--39,33--41,35--44,38--47,38--55,39--42,39--46,40--43,42--43,43--54,44--45,46--49,46--50,47--52,48--53,53--54
0--1,0--8,0--15,0--52,1--11,1--13,1--25,2--39,2--41,2--47,2--55,3--28,3--36,3--43,3--47,4--19,4--22,4--29,4--53,5--6,5--13,5--19,5--51,6--14,6--37,6--49,7--12,7--15,7--32,7--39,8--18,8--21,8--41,9--16,9--34,9--41,9--54,10--12,10--14,10--23,10--30,11--17,11--27,11--34,12--43,12--50,13--23,13--55,14--44,14--54,15--35,15--50,16--38,16--42,16--46,17--36,17--40,17--44,18--26,18--32,18--51,19--48,19--54,20--23,20--29,20--40,20--46,21--28,21--31,21--55,22--32,22--37,22--44,23--33,24--37,24--38,24--48,24--52,25--27,25--28,25--45,26--31,26--43,26--51,27--30,27--51,28--47,29--43,29--50,30--52,30--53,31--35,31--52,32--33,33--46,33--47,34--48,34--49,35--36,35--42,36--45,37--39,38--39,38--53,40--53,40--55,41--45,42--45,42--54,44--49,46--49,48--50
0--31,0--41,0--48,0--52,1--9,1--30,1--38,1--55,2--7,2--21,2--40,2--51,3--14,3--16,3--48,3--54,4--13,4--29,4--44,4--45,5--15,5--16,5--25,5--27,6--9,6--31,6--32,6--43,7--25,7--45,7--51,8--15,8--23,8--24,8--45,9--27,9--29,10--24,10--28,10--34,10--48,11--14,11--33,11--47,11--51,12--20,12--22,12--29,12--31,13--38,13--46,13--50,14--19,14--53,15--28,15--55,16--41,16--42,17--33,17--41,17--46,17--54,18--22,18--33,18--52,18--54,19--32,19--49,19--54,20--30,20--33,20--50,21--30,21--37,21--45,22--26,22--49,23--43,23--47,23--52,24--39,24--43,25--36,25--55,26--39,26--50,26--53,27--41,27--46,28--40,28--55,29--39,30--43,31--34,32--47,32--48,34--36,34--53,35--37,35--40,35--42,35--44,36--49,36--51,37--39,37--49,38--40,38--52,42--44,42--53,44--50,46--47
0--16,0--17,0--30,0--38,1--12,1--13,1--21,1--44,2--5,2--17,2--30,2--39,3--15,3--37,3--47,3--49,4--12,4--20,4--35,4--43,5--12,5--22,5--24,6--9,6--17,6--33,6--46,7--33,7--42,7--46,7--54,8--11,8--26,8--29,8--50,9--16,9--48,9--52,10--12,10--21,10--36,10--51,11--34,11--38,11--42,13--18,13--20,13--35,14--23,14--31,14--32,14--51,15--24,15--26,15--47,16--25,16--39,17--35,18--41,18--53,18--55,19--22,19--28,19--37,19--45,20--26,20--45,21--50,21--55,22--40,22--47,23--24,23--31,23--49,24--48,25--27,25--41,25--52,26--43,27--37,27--44,27--52,28--40,28--42,28--55,29--43,29--54,29--55,30--39,30--53,31--34,31--45,32--40,32--46,32--50,33--42,33--51,34--36,34--51,35--46,36--47,36--49,37--45,38--49,38--54,39--53,40--50,41--44,41--48,43--44,48--54,52--53
0--7,0--18,0--22,0--41,1--24,1--31,1--34,1--37,2--17,2--19,2--50,2--55,3--30,3--46,3--49,3--53,4--12,4--26,4--34,4--41,5--12,5--20,5--40,5--54,6--17,6--32,6--47,6--49,7--14,7--31,7--41,8--24,8--33,8--38,8--45,9--13,9--28,9--39,9--54,10--15,10--22,10--25,10--26,11--36,11--40,11--49,11--51,12--13,12--46,13--23,13--31,14--16,14--29,14--37,15--46,15--50,15--55,16--20,16--26,16--54,17--40,17--48,18--29,18--32,18--43,19--21,19--35,19--55,20--34,20--36,21--25,21--47,21--52,22--44,22--46,23--26,23--43,23--52,24--30,24--47,25--27,25--35,27--33,27--38,27--42,28--35,28--51,28--53,29--33,29--39,30--36,30--52,31--41,32--36,32--39,33--42,34--44,35--54,37--50,37--53,38--45,38--51,39--48,40--49,42--45,42--48,43--44,43--48,44--55,45--51,47--52,50--53
0--2,0--9,0--37,0--51,1--5,1--15,1--30,1--47,2--19,2--27,2--44,3--9,3--23,3--47,3--54,4--7,4--26,4--41,4--55,5--29,5--45,5--52,6--20,6--25,6--35,6--40,7--25,7--42,7--51,8--21,8--26,8--37,8--46,9--36,9--39,10--16,10--30,10--42,10--43,11--14,11--29,11--36,11--52,12--14,12--19,12--21,12--23,13--19,13--37,13--46,13--55,14--28,14--38,15--16,15--20,15--35,16--18,16--49,17--31,17--33,17--39,17--45,18--20,18--23,18--44,19--42,20--33,21--27,21--30,22--32,22--48,22--51,22--53,23--48,24--30,24--33,24--50,24--53,25--28,25--46,26--32,26--35,27--43,27--49,28--38,28--49,29--42,29--54,31--41,31--46,31--52,32--36,32--50,33--53,34--35,34--41,34--43,34--51,36--37,38--40,38--47,39--45,39--55,40--50,40--52,41--44,43--50,44--48,45--53,47--48,49--54,54--55
0--7,0--8,0--12,0--48,1--29,1--30,1--37,1--42,2--5,2--11,2--22,2--52,3--7,3--12,3--16,3--46,4--6,4--19,4--35,4--52,5--31,5--35,5--38,6--16,6--26,6--52,7--23,7--42,8--19,8--44,8--49,9--15,9--25,9--44,9--53,10--20,10--21,10--32,10--55,11--35,11--38,11--43,12--28,12--33,13--20,13--35,13--44,13--46,14--25,14--34,14--43,14--47,15--34,15--47,15--53,16--37,16--44,17--27,17--30,17--34,17--55,18--26,18--33,18--41,18--51,19--22,19--31,20--31,20--54,21--24,21--30,21--54,22--40,22--53,23--29,23--33,23--47,24--27,24--41,24--42,25--51,25--55,26--38,26--49,27--29,27--51,28--34,28--45,28--46,29--54,30--36,31--49,32--36,32--39,32--47,33--50,36--37,36--39,37--53,38--43,39--40,39--48,40--46,40--48,41--45,41--55,42--50,43--45,45--48,49--52,50--51,50--54
0--2,0--3,0--43,0--55,1--9,1--14,1--36,1--39,2--28,2--48,2--53,3--12,3--27,3--29,4--7,4--34,4--47,4--53,5--17,5--27,5--32,5--52,6--12,6--14,6--23,6--51,7--33,7--45,7--50,8--34,8--40,8--48,8--55,9--22,9--33,9--42,10--25,10--42,10--45,10--53,11--20,11--31,11--35,11--43,12--13,12--31,13--21,13--22,13--35,14--34,14--52,15--40,15--44,15--49,15--54,16--17,16--30,16--33,16--39,17--24,17--37,18--19,18--23,18--45,18--49,19--37,19--43,19--51,20--25,20--32,20--48,21--23,21--30,21--36,22--26,22--32,23--43,24--41,24--46,24--52,25--26,25--29,26--29,26--51,27--35,27--53,28--33,28--39,28--47,29--54,30--38,30--44,31--52,31--54,32--40,34--45,35--41,36--42,36--46,37--46,37--51,38--49,38--50,38--55,39--40,41--44,41--50,42--50,44--54,46--55,47--48,47--49
0--2,0--22,0--30,0--31,1--4,1--9,1--37,1--50,2--15,2--22,2--46,3--8,3--16,3--28,3--46,4--6,4--24,4--35,5--9,5--19,5--27,5--33,6--9,6--24,6--42,7--15,7--19,7--34,7--44,8--16,8--24,8--54,9--55,10--25,10--29,10--51,10--54,11--12,11--25,11--43,11--53,12--14,12--23,12--32,13--14,13--17,13--23,13--45,14--38,14--49,15--26,15--32,16--44,16--53,17--26,17--36,17--43,18--37,18--50,18--54,18--55,19--21,19--47,20--31,20--39,20--45,20--48,21--25,21--38,21--43,22--49,22--51,23--32,23--33,24--34,25--50,26--34,26--47,27--31,27--38,27--41,28--51,28--52,28--55,29--38,29--43,29--45,30--45,30--48,30--52,31--33,32--41,33--55,34--36,35--36,35--47,35--53,36--40,37--42,37--46,39--46,39--47,39--48,40--41,40--42,40--52,41--44,42--44,48--50,49--51,49--53,52--54
0--21,0--28,0--53,0--55,1--2,1--3,1--20,1--24,2--19,2--27,2--53,3--5,3--34,3--36,4--7,4--11,4--14,4--37,5--21,5--51,5--52,6--31,6--33,6--49,6--51,7--39,7--48,7--54,8--18,8--41,8--50,8--55,9--12,9--15,9--20,9--23,10--17,10--24,10--47,10--53,11--17,11--22,11--27,12--22,12--34,12--38,13--23,13--26,13--46,13--50,14--16,14--19,14--29,15--19,15--34,15--40,16--25,16--43,16--54,17--31,17--45,18--30,18--54,18--55,19--46,20--24,20--50,21--34,21--38,22--41,22--44,23--32,23--36,24--37,25--35,25--47,25--48,26--39,26--40,26--55,27--40,27--52,28--42,28--51,28--54,29--32,29--45,29--50,30--33,30--44,30--48,31--35,31--49,32--36,32--52,33--43,33--45,35--38,35--44,36--42,37--39,37--40,38--42,39--44,41--45,41--52,42--47,43--48,43--51,46--49,46--53,47--49
0--6,0--8,0--14,0--48,1--7,1--25,1--43,1--53,2--4,2--7,2--43,2--46,3--5,3--20,3--23,3--46,4--19,4--36,4--41,5--6,5--20,5--22,6--9,6--15,7--29,7--46,8--10,8--12,8--19,9--28,9--29,9--33,10--22,10--29,10--40,11--19,11--29,11--33,11--51,12--17,12--36,12--37,13--21,13--31,13--33,13--50,14--24,14--27,14--51,15--23,15--42,15--52,16--22,16--23,16--28,16--30,17--18,17--26,17--28,18--41,18--50,18--53,19--46,20--22,20--40,21--41,21--44,21--52,23--30,24--28,24--37,24--51,25--31,25--39,25--47,26--31,26--38,26--54,27--34,27--35,27--40,30--35,30--45,31--42,32--34,32--49,32--53,32--55,33--47,34--44,34--48,35--48,35--55,36--42,36--53,37--40,37--44,38--41,38--51,38--52,39--49,39--52,39--55,42--45,43--49,43--50,44--50,45--47,45--54,47--48,49--54,54--55
0--1,0--21,0--43,0--45,1--2,1--16,1--22,2--26,2--40,2--49,3--7,3--10,3--15,3--30,4--7,4--12,4--17,4--43,5--13,5--26,5--44,5--53,6--16,6--17,6--33,6--35,7--18,7--40,8--23,8--24,8--30,8--54,9--14,9--36,9--47,9--52,10--37,10--39,10--51,11--18,11--25,11--31,11--43,12--50,12--51,12--54,13--15,13--19,13--38,14--31,14--34,14--47,15--27,15--35,16--19,16--27,17--33,17--46,18--36,18--47,19--25,19--33,20--42,20--45,20--50,20--52,21--37,21--39,21--48,22--35,22--36,22--55,23--26,23--27,23--46,24--29,24--31,24--44,25--37,25--52,26--50,27--41,28--33,28--38,28--39,28--49,29--45,29--48,29--53,30--34,30--41,31--46,32--40,32--46,32--53,32--55,34--37,34--55,35--42,36--40,38--39,38--51,41--48,41--49,42--51,42--54,43--54,44--45,44--52,47--53,48--49,50--55
0--14,0--15,0--41,0--52,1--3,1--5,1--6,1--26,2--4,2--9,2--39,2--43,3--36,3--47,3--54,4--26,4--43,4--51,5--40,5--48,5--53,6--19,6--24,6--35,7--8,7--20,7--25,7--46,8--30,8--33,8--39,9--27,9--36,9--37,10--13,10--27,10--30,10--54,11--29,11--49,11--53,11--54,12--19,12--29,12--37,12--50,13--24,13--27,13--38,14--17,14--28,14--52,15--25,15--33,15--47,16--20,16--34,16--50,16--53,17--21,17--48,17--53,18--22,18--35,18--47,18--52,19--33,19--51,20--22,20--29,21--28,21--32,21--42,22--32,22--36,23--43,23--46,23--51,23--52,24--27,24--50,25--31,25--32,26--39,26--45,28--33,28--38,29--37,30--49,30--55,31--41,31--42,31--46,32--45,34--43,34--49,34--55,35--36,35--39,37--40,38--45,38--46,40--41,40--44,41--55,42--44,42--54,44--48,44--51,45--48,47--55,49--50
0--8,0--12,0--40,0--52,1--6,1--16,1--39,1--50,2--7,2--34,2--39,2--52,3--9,3--38,3--46,3--55,4--23,4--28,4--47,4--51,5--14,5--35,5--38,5--55,6--16,6--49,6--50,7--19,7--22,7--32,8--37,8--49,8--54,9--19,9--20,9--39,10--14,10--21,10--45,10--51,11--22,11--32,11--33,11--36,12--13,12--17,12--27,13--36,13--46,13--55,14--35,14--37,15--24,15--29,15--37,15--40,16--18,16--27,17--25,17--46,17--48,18--42,18--48,18--50,19--24,19--30,20--37,20--45,20--47,21--34,21--38,21--44,22--28,22--29,23--31,23--43,23--52,24--41,24--52,25--36,25--42,25--53,26--31,26--35,26--47,26--48,27--28,27--32,28--48,29--36,29--44,30--40,30--41,30--45,31--44,31--53,32--50,33--34,33--40,33--43,34--42,35--41,38--43,39--49,41--53,42--54,43--47,44--45,46--55,49--54,51--53,51--54
0--28,0--29,0--37,0--50,1--20,1--31,1--33,1--38,2--10,2--36,2--46,2--52,3--16,3--27,3--39,3--47,4--7,4--11,4--25,4--34,5--17,5--31,5--53,5--54,6--14,6--16,6--20,6--26,7--28,7--32,7--45,8--19,8--24,8--33,8--41,9--13,9--36,9--38,9--53,10--20,10--23,10--33,11--26,11--35,11--42,12--22,12--24,12--29,12--55,13--27,13--34,13--43,14--32,14--37,14--44,15--21,15--34,15--45,15--52,16--39,16--47,17--45,17--49,17--50,18--25,18--31,18--39,18--42,19--20,19--43,19--45,21--33,21--40,21--43,22--27,22--29,22--51,23--44,23--49,23--53,24--28,24--51,25--44,25--51,26--42,26--52,27--34,28--54,29--38,30--38,30--42,30--47,30--49,31--41,32--37,32--48,35--36,35--53,35--54,36--55,37--50,39--46,40--41,40--46,40--52,41--55,43--49,44--47,46--48,48--54,48--55,50--51
0--30,0--33,0--40,0--43,1--23,1--29,1--43,1--44,2--10,2--42,2--50,2--51,3--5,3--7,3--26,3--27,4--9,4--12,4--25,4--43,5--22,5--26,5--47,6--12,6--28,6--52,6--55,7--29,7--53,7--55,8--13,8--15,8--21,8--53,9--19,9--27,9--38,10--14,10--33,10--45,11--14,11--23,11--34,11--37,12--31,12--49,13--17,13--31,13--34,14--16,14--37,15--18,15--39,15--40,16--19,16--26,16--47,17--25,17--43,17--49,18--25,18--40,18--51,19--25,19--36,20--28,20--32,20--33,20--51,21--28,21--32,21--47,22--31,22--42,22--45,23--32,23--44,24--27,24--34,24--40,24--52,26--28,27--47,29--35,29--48,30--33,30--52,30--54,31--54,32--46,34--35,35--39,35--41,36--39,36--41,36--49,37--45,37--54,38--49,38--50,38--52,39--55,41--42,41--53,42--44,44--48,45--48,46--50,46--51,46--53,48--50,54--55
0--25,0--29,0--46,0--50,1--2,1--5,1--21,1--30,2--34,2--46,2--48,3--4,3--32,3--35,3--47,4--17,4--45,4--48,5--15,5--21,5--35,6--7,6--14,6--25,6--36,7--9,7--22,7--48,8--14,8--27,8--40,8--49,9--10,9--29,9--52,10--32,10--39,10--41,11--17,11--19,11--45,11--51,12--22,12--35,12--37,12--40,13--14,13--15,13--23,13--31,14--28,15--34,15--47,16--34,16--38,16--53,16--54,17--32,17--37,18--20,18--23,18--42,18--55,19--20,19--24,19--55,20--30,20--36,21--31,21--41,22--26,22--28,23--26,23--49,24--31,24--53,24--55,25--46,25--53,26--27,26--36,27--41,27--46,28--38,28--44,29--39,29--52,30--33,30--48,31--38,32--39,33--37,33--42,33--43,34--37,35--41,36--40,38--42,39--50,40--52,42--49,43--47,43--51,43--54,44--51,44--52,44--54,45--47,45--49,50--51,50--53,54--55
0--17,0--23,0--28,0--41,1--13,1--15,1--23,1--37,2--14,2--34,2--38,2--49,3--6,3--11,3--23,3--29,4--21,4--35,4--47,4--49,5--21,5--32,5--39,5--52,6--20,6--24,6--43,7--26,7--32,7--39,7--45,8--24,8--37,8--40,8--51,9--19,9--23,9--33,9--38,10--17,10--36,10--40,10--44,11--29,11--34,11--46,12--13,12--36,12--49,12--51,13--38,13--48,14--17,14--18,14--44,15--16,15--18,15--42,16--19,16--28,16--30,17--30,18--33,18--39,19--29,19--48,20--40,20--43,20--55,21--34,21--35,22--31,22--35,22--45,22--51,24--25,24--53,25--27,25--28,25--55,26--37,26--44,26--53,27--28,27--33,27--50,29--42,30--31,30--41,31--36,31--46,32--42,32--52,33--53,34--54,35--41,36--48,37--54,38--39,40--46,41--54,42--45,43--47,43--48,44--46,45--55,47--51,47--52,49--50,50--53,50--54,52--55
0--1,0--8,0--46,0--51,1--6,1--14,1--54,2--22,2--25,2--33,2--44,3--7,3--11,3--24,3--55,4--19,4--31,4--34,4--41,5--25,5--27,5--40,5--50,6--38,6--50,6--52,7--9,7--24,7--50,8--25,8--30,8--38,9--14,9--15,9--45,10--13,10--27,10--48,10--51,11--32,11--36,11--43,12--18,12--35,12--53,12--55,13--19,13--22,13--34,14--26,14--41,15--35,15--44,15--51,16--24,16--34,16--35,16--40,17--29,17--36,17--52,17--54,18--23,18--42,18--53,19--38,19--46,20--37,20--41,20--45,20--49,21--26,21--35,21--41,21--44,22--28,22--45,23--33,23--52,23--53,24--39,25--33,26--37,26--55,27--28,27--43,28--46,28--48,29--45,29--49,29--51,30--32,30--40,30--54,31--36,31--37,31--46,32--42,32--55,33--47,34--54,36--39,37--44,38--47,39--49,39--52,40--50,42--43,42--47,43--49,47--48,48--53
0--2,0--31,0--54,0--55,1--10,1--14,1--30,1--55,2--9,2--33,2--35,3--11,3--23,3--38,3--46,4--16,4--17,4--19,4--43,5--23,5--27,5--30,5--40,6--13,6--20,6--40,6--53,7--26,7--32,7--33,7--44,8--9,8--13,8--31,8--39,9--26,9--47,10--16,10--38,10--47,11--16,11--25,11--51,12--13,12--16,12--21,12--41,13--28,14--34,14--37,14--46,15--31,15--34,15--39,15--52,17--22,17--24,17--49,18--19,18--21,18--33,18--50,19--22,19--44,20--22,20--36,20--42,21--37,21--40,22--54,23--25,23--27,24--38,24--43,24--52,25--48,25--50,26--27,26--53,27--36,28--29,28--44,28--50,29--40,29--41,29--51,30--47,30--49,31--53,32--41,32--42,32--50,33--36,34--43,34--52,35--44,35--45,35--48,36--48,37--46,37--49,38--49,39--42,39--54,41--51,42--51,43--55,45--47,45--48,45--54,46--52,53--55
0--4,0--6,0--25,0--44,1--3,1--14,1--22,1--50,2--9,2--21,2--39,2--42,3--19,3--45,3--48,4--5,4--31,4--35,5--24,5--32,5--42,6--21,6--26,6--27,7--20,7--29,7--30,7--48,8--22,8--33,8--37,8--42,9--10,9--23,9--28,10--11,10--34,10--47,11--19,11--33,11--52,12--17,12--23,12--52,12--53,13--16,13--37,13--38,13--41,14--30,14--34,14--55,15--26,15--31,15--35,15--51,16--26,16--30,16--43,17--44,17--50,17--52,18--25,18--31,18--42,18--54,19--35,19--36,20--26,20--30,20--49,21--24,21--48,22--45,22--50,23--37,23--41,24--28,24--40,25--32,25--52,27--32,27--47,27--49,28--29,28--36,29--46,29--51,31--43,32--48,33--43,33--44,34--36,34--55,35--54,36--51,37--41,38--40,38--43,38--46,39--41,39--47,39--55,40--46,40--49,44--49,45--51,45--55,46--53,47--54,50--53,53--54
0--9,0--10,0--19,0--51,1--7,1--17,1--19,1--22,2--10,2--11,2--14,2--22,3--4,3--23,3--27,3--45,4--11,4--45,4--53,5--16,5--19,5--48,5--54,6--8,6--25,6--35,6--53,7--20,7--31,7--51,8--16,8--41,8--54,9--40,9--46,9--48,10--28,10--55,11--47,11--51,12--20,12--28,12--46,12--50,13--21,13--46,13--47,13--53,14--15,14--28,14--31,15--27,15--36,15--48,16--24,16--27,17--30,17--33,17--44,18--26,18--29,18--35,18--38,19--44,20--31,20--33,21--25,21--26,21--52,22--26,22--34,23--33,23--37,23--50,24--36,24--39,24--47,25--26,25--49,27--42,28--40,29--32,29--34,29--48,30--34,30--36,30--46,31--39,32--36,32--40,32--42,33--37,34--43,35--43,35--55,37--39,37--49,38--41,38--44,38--55,39--49,40--54,41--43,41--53,42--47,42--52,43--52,44--52,45--50,45--55,49--50,51--54
0--30,0--35,0--43,0--48,1--4,1--20,1--28,1--30,2--9,2--40,2--51,2--55,3--7,3--42,3--43,3--47,4--10,4--14,4--45,5--11,5--15,5--31,5--43,6--8,6--18,6--35,6--38,7--11,7--16,7--24,8--12,8--52,8--55,9--22,9--29,9--34,10--17,10--40,10--49,11--22,11--49,12--24,12--35,12--41,13--18,13--22,13--31,13--51,14--24,14--27,14--51,15--19,15--36,15--49,16--37,16--43,16--51,17--28,17--44,17--46,18--29,18--34,19--20,19--32,19--50,20--38,20--47,21--27,21--29,21--44,21--48,22--52,23--27,23--32,23--41,23--46,24--50,25--26,25--47,25--48,25--53,26--31,26--39,26--40,27--37,28--33,28--50,29--36,30--45,30--54,31--39,32--52,32--53,33--39,33--42,33--52,34--39,34--55,35--37,36--41,36--50,37--46,38--44,38--48,40--53,41--49,42--44,42--47,45--46,45--54,53--54,54--55
0--4,0--6,0--27,0--42,1--16,1--25,1--28,1--38,2--5,2--7,2--14,2--32,3--17,3--29,3--31,3--44,4--39,4--44,4--52,5--14,5--32,5--51,6--21,6--36,6--39,7--26,7--27,7--46,8--36,8--45,8--46,8--52,9--10,9--25,9--44,9--48,10--29,10--41,10--49,11--22,11--27,11--34,11--39,12--16,12--34,12--50,12--54,13--16,13--18,13--30,13--54,14--19,14--30,15--20,15--35,15--46,15--53,16--20,17--50,17--52,17--53,18--39,18--48,18--49,19--26,19--38,19--47,20--21,20--24,21--22,21--37,22--31,22--49,23--27,23--45,23--47,23--55,24--31,24--41,24--54,25--50,25--51,26--28,26--35,28--37,28--51,29--43,29--55,30--37,30--38,31--45,32--33,32--47,33--50,33--51,33--54,34--52,34--55,35--40,35--41,36--38,36--45,37--42,40--44,40--47,40--48,41--53,42--43,42--53,43--46,43--55,48--49
0--1,0--8,0--28,0--41,1--33,1--43,1--52,2--16,2--21,2--36,2--50,3--5,3--18,3--21,3--54,4--18,4--29,4--43,4--49,5--12,5--14,5--22,6--7,6--12,6--27,6--37,7--31,7--34,7--53,8--10,8--44,8--47,9--12,9--19,9--28,9--55,10--19,10--28,10--40,11--17,11--35,11--47,11--52,12--49,13--14,13--24,13--38,13--42,14--35,14--54,15--16,15--35,15--36,15--45,16--41,16--54,17--23,17--36,17--41,18--35,18--51,19--31,19--32,20--29,20--48,20--53,20--55,21--24,21--34,22--26,22--31,22--49,23--34,23--40,23--55,24--26,24--52,25--31,25--40,25--42,25--47,26--29,26--51,27--32,27--39,27--55,28--34,29--47,30--38,30--43,30--50,30--53,32--33,32--41,33--39,33--46,36--51,37--38,37--45,37--46,38--42,39--48,39--54,40--52,42--51,43--46,44--45,44--49,44--50,45--48,46--48,50--53
0--4,0--10,0--26,0--41,1--14,1--21,1--39,1--55,2--9,2--16,2--32,2--45,3--9,3--24,3--25,3--35,4--10,4--13,4--40,5--7,5--18,5--35,5--48,6--11,6--15,6--33,6--45,7--14,7--22,7--48,8--17,8--26,8--39,8--52,9--39,9--51,10--30,10--53,11--37,11--44,11--49,12--14,12--19,12--23,12--38,13--24,13--43,13--46,14--18,15--28,15--30,15--49,16--17,16--18,16--36,17--47,17--50,18--32,19--22,19--28,19--47,20--23,20--29,20--38,20--40,21--29,21--40,21--46,22--23,22--36,23--34,24--32,24--55,25--42,25--46,25--50,26--38,26--45,27--28,27--44,27--50,27--54,28--42,29--38,29--41,30--34,30--48,31--36,31--37,31--39,31--49,32--52,33--37,33--43,33--51,34--53,34--55,35--42,35--52,36--53,37--43,40--49,41--44,41--54,42--47,43--51,44--54,45--47,46--52,48--51,50--54,53--55
0--20,0--35,0--49,0--55,1--24,1--35,1--36,1--53,2--18,2--21,2--32,2--49,3--18,3--19,3--40,3--49,4--9,4--14,4--23,4--39,5--31,5--33,5--46,5--49,6--8,6--13,6--37,6--54,7--11,7--16,7--23,7--32,8--23,8--50,8--51,9--21,9--30,9--48,10--12,10--16,10--35,10--45,11--15,11--23,11--33,12--17,12--29,12--32,13--14,13--25,13--47,14--37,14--43,15--25,15--40,15--44,16--26,16--45,17--21,17--43,17--47,18--34,18--40,19--27,19--32,19--46,20--33,20--42,20--53,21--29,22--24,22--28,22--30,22--37,24--27,24--55,25--34,25--53,26--47,26--52,26--55,27--28,27--52,28--29,28--41,29--39,30--31,30--53,31--47,31--54,33--34,34--54,35--51,36--41,36--45,36--48,37--51,38--43,38--46,38--48,38--50,39--42,39--52,40--45,41--44,41--54,42--44,42--51,43--48,44--50,46--55,50--52
